ThumbPosition	IndexPosition	PalmPosition	ObjectPosition	GazePosition	Annotations	GazeAnnotations	
-1.045898:3.796875:-26.40674	0.7822266:1.92041:-25.07959	1.125:2.25:-30.88037	0.9975586:8.077148:-12.07617	-0.09311848:14.68729:-37.02103	Start	Default	
-1.045898:3.796875:-26.40674	0.7822266:1.92041:-25.07959	1.125:2.25:-30.88037	0.9975586:8.077148:-12.07617	-0.07665465:14.68447:-37.0204	Start	Default	
-1.045898:3.796875:-26.40674	0.7822266:1.92041:-25.07959	1.125:2.25:-30.88037	0.9975586:8.077148:-12.07617	0.008904178:14.6996:-37.07738	Start	Default	
-1.098633:3.757324:-26.4375	0.7822266:1.880859:-25.11035	1.125:2.25:-30.88477	0.9975586:8.077148:-12.07617	0.002375174:14.70352:-37.11066	Start	Default	
-1.098633:3.757324:-26.4375	0.7822266:1.880859:-25.11035	1.125:2.25:-30.88477	0.9975586:8.077148:-12.07617	-0.04144239:14.683:-37.02429	Start	Default	
-1.098633:3.757324:-26.4375	0.7822266:1.880859:-25.11035	1.125:2.25:-30.88477	0.9975586:8.077148:-12.07617	-0.05290738:14.68196:-37.01815	Start	Default	
-1.125:3.730957:-26.41992	0.7954102:1.880859:-25.15869	1.129395:2.241211:-30.88477	0.9975586:8.077148:-12.07617	-0.04962998:14.69202:-37.06244	Start	Default	
-1.125:3.730957:-26.41992	0.7954102:1.880859:-25.15869	1.129395:2.241211:-30.88477	0.9975586:8.077148:-12.07617	-0.0450162:14.68909:-37.0609	Start	Default	
-1.125:3.730957:-26.41992	0.7954102:1.880859:-25.15869	1.129395:2.241211:-30.88477	0.9975586:8.077148:-12.07617	-0.05624991:14.69486:-37.08358	Start	Default	
-1.168945:3.79248:-26.41113	0.7910156:1.876465:-25.20264	1.133789:2.223633:-30.88916	0.9975586:8.077148:-12.07617	-0.0794635:14.69828:-37.09294	Start	Default	
-1.168945:3.79248:-26.41113	0.7910156:1.876465:-25.20264	1.133789:2.223633:-30.88916	0.9975586:8.077148:-12.07617	-0.08880509:14.69181:-37.06372	Start	Default	
-1.168945:3.79248:-26.41113	0.7910156:1.876465:-25.20264	1.133789:2.223633:-30.88916	0.9975586:8.077148:-12.07617	-0.08594534:14.6851:-37.03998	Start	Default	
-1.168945:3.79248:-26.41113	0.7910156:1.876465:-25.20264	1.133789:2.223633:-30.88916	0.9975586:8.077148:-12.07617	-0.06415707:14.67752:-37.02051	Start	Default	
-1.212891:3.788086:-26.45508	0.8217773:1.87207:-25.19824	1.133789:2.206055:-30.89355	0.9975586:8.077148:-12.07617	-0.1461491:14.39088:-36.25837	Start	Default	
-1.212891:3.788086:-26.45508	0.8217773:1.87207:-25.19824	1.133789:2.206055:-30.89355	0.9975586:8.077148:-12.07617	-0.15376:14.64199:-37.37726	Start	Default	
-1.212891:3.788086:-26.45508	0.8217773:1.87207:-25.19824	1.133789:2.206055:-30.89355	0.9975586:8.077148:-12.07617	-1.773861:12.11647:-32.87062	Start	Default	
-1.212891:3.788086:-26.45508	0.8217773:1.87207:-25.19824	1.133789:2.206055:-30.89355	0.9975586:8.077148:-12.07617	-0.6936487:13.80154:-36.2101	Start	Default	
