ThumbPosition	IndexPosition	PalmPosition	ObjectPosition	GazePosition	Annotations	GazeAnnotations	
-0.6020508:3.612305:-27.12305	1.22168:1.889648:-25.5498	1.467773:1.929199:-30.94629	0.9008789:8.112305:-12.36182	0.04617618:14.88665:-36.79942	Start	Default	
-0.5844727:3.533203:-27.08789	1.252441:1.898438:-25.54102	1.467773:1.924805:-30.95068	0.9008789:8.112305:-12.36182	-0.006263884:14.81461:-37.0126	Start	Default	
-0.5844727:3.533203:-27.08789	1.252441:1.898438:-25.54102	1.467773:1.924805:-30.95068	0.9008789:8.112305:-12.36182	-0.06475851:14.66198:-36.88823	Start	Default	
-0.5844727:3.533203:-27.08789	1.252441:1.898438:-25.54102	1.467773:1.924805:-30.95068	0.9008789:8.112305:-12.36182	-0.07711488:14.55173:-36.7577	Start	Bottle	
-0.5581055:3.414551:-27.07471	1.265625:1.858887:-25.52344	1.467773:1.929199:-30.96387	0.9008789:8.112305:-12.36182	-0.07798772:14.62238:-37.01579	Start	Default	
-0.5581055:3.414551:-27.07471	1.265625:1.858887:-25.52344	1.467773:1.929199:-30.96387	0.9008789:8.112305:-12.36182	-0.08187883:14.61841:-37.02134	Start	Default	
-0.5581055:3.414551:-27.07471	1.265625:1.858887:-25.52344	1.467773:1.929199:-30.96387	0.9008789:8.112305:-12.36182	-0.08487438:14.58769:-36.93655	Start	Default	
-0.5581055:3.414551:-27.07471	1.265625:1.858887:-25.52344	1.467773:1.929199:-30.96387	0.9008789:8.112305:-12.36182	-0.07939841:14.58127:-36.89043	Start	Default	
-0.4921875:3.449707:-27.03955	1.239258:1.792969:-25.51904	1.445801:1.946777:-30.97266	0.9008789:8.112305:-12.36182	-0.04074758:14.62:-36.99694	Start	Bottle	
-0.4921875:3.449707:-27.03955	1.239258:1.792969:-25.51904	1.445801:1.946777:-30.97266	0.9008789:8.112305:-12.36182	-0.008979765:14.65092:-37.11374	Start	Bottle	
-0.4921875:3.449707:-27.03955	1.239258:1.792969:-25.51904	1.445801:1.946777:-30.97266	0.9008789:8.112305:-12.36182	0.01060672:14.62747:-37.04128	Start	Bottle	
-0.4614258:3.410156:-26.97803	1.199707:1.749023:-25.51465	1.432617:1.964355:-30.97705	0.9008789:8.112305:-12.36182	0.03137087:14.62388:-37.01998	Start	Bottle	
-0.4614258:3.410156:-26.97803	1.199707:1.749023:-25.51465	1.432617:1.964355:-30.97705	0.9008789:8.112305:-12.36182	0.02980644:14.61411:-36.98216	Start	Bottle	
-0.4614258:3.410156:-26.97803	1.199707:1.749023:-25.51465	1.432617:1.964355:-30.97705	0.9008789:8.112305:-12.36182	0.01146712:14.61896:-36.99718	Start	Bottle	
-0.4614258:3.410156:-26.97803	1.199707:1.749023:-25.51465	1.432617:1.964355:-30.97705	0.9008789:8.112305:-12.36182	-0.01550367:14.60858:-36.95882	Start	Bottle	
-0.4262695:3.440918:-26.92529	1.186523:1.775391:-25.48828	1.410645:1.96875:-30.97705	0.9008789:8.112305:-12.36182	-0.02204881:14.60432:-36.94015	Start	Bottle	
-0.4262695:3.440918:-26.92529	1.186523:1.775391:-25.48828	1.410645:1.96875:-30.97705	0.9008789:8.112305:-12.36182	-0.04743054:14.62559:-37.0054	Start	Bottle	
