ThumbPosition	IndexPosition	PalmPosition	ObjectPosition	GazePosition	Annotations	GazeAnnotations	
-1,103027,3,234375,-26,81543,	0,09667969,1,82373,-25,42676,	1,27002,2,162109,-30,81006,	0,8789063,8,099121,-12,24316,	-0,09169205,15,14289,-36,83521,	Start	Default	
-1,103027,3,234375,-26,81543,	0,09667969,1,82373,-25,42676,	1,27002,2,162109,-30,81006,	0,8789063,8,099121,-12,24316,	-0,07971778,15,05447,-37,05678,	Start	Default	
-1,103027,3,234375,-26,81543,	0,09667969,1,82373,-25,42676,	1,27002,2,162109,-30,81006,	0,8789063,8,099121,-12,24316,	-0,1395727,15,21241,-35,96476,	Start	Default	
-1,103027,3,234375,-26,81543,	0,09667969,1,82373,-25,42676,	1,27002,2,162109,-30,81006,	0,8789063,8,099121,-12,24316,	-0,3024275,15,59166,-33,42029,	Start	Default	
-1,103027,3,199219,-26,79346,	0,05273438,1,788574,-25,42236,	1,26123,2,162109,-30,81885,	0,8789063,8,099121,-12,24316,	-0,463488,15,99466,-30,57481,	Start	Default	
-1,103027,3,199219,-26,79346,	0,05273438,1,788574,-25,42236,	1,26123,2,162109,-30,81885,	0,8789063,8,099121,-12,24316,	-0,3329839,15,72043,-32,59644,	Start	Default	
-1,103027,3,199219,-26,79346,	0,05273438,1,788574,-25,42236,	1,26123,2,162109,-30,81885,	0,8789063,8,099121,-12,24316,	-0,2084026,15,37914,-34,95486,	Start	Default	
-1,142578,3,194824,-26,7583,	0,1,766602,-25,40918,	1,252441,2,157715,-30,82324,	0,8789063,8,094727,-12,24316,	-0,2817106,15,57973,-33,62762,	Start	Default	
-1,142578,3,194824,-26,7583,	0,1,766602,-25,40918,	1,252441,2,157715,-30,82324,	0,8789063,8,094727,-12,24316,	-0,3141908,15,62326,-33,3527,	Start	Default	
-1,142578,3,194824,-26,7583,	0,1,766602,-25,40918,	1,252441,2,157715,-30,82324,	0,8789063,8,094727,-12,24316,	-0,1433884,15,17111,-36,38937,	Start	Default	
-1,379883,3,203613,-26,70996,	-0,1098633,1,78418,-25,3916,	1,243652,2,157715,-30,82764,	0,8789063,8,094727,-12,24316,	-0,292813,15,55287,-33,79555,	Start	Default	
-1,379883,3,203613,-26,70996,	-0,1098633,1,78418,-25,3916,	1,243652,2,157715,-30,82764,	0,8789063,8,094727,-12,24316,	-0,3396479,15,62824,-33,35609,	Start	Default	
-1,379883,3,203613,-26,70996,	-0,1098633,1,78418,-25,3916,	1,243652,2,157715,-30,82764,	0,8789063,8,094727,-12,24316,	-0,2078258,15,31367,-35,4978,	Start	Default	
-1,379883,3,203613,-26,70996,	-0,1098633,1,78418,-25,3916,	1,243652,2,157715,-30,82764,	0,8789063,8,094727,-12,24316,	-0,304181,15,54592,-33,9219,	Start	Default	
-1,533691,3,111328,-26,73193,	-0,1889648,1,775391,-25,36084,	1,239258,2,162109,-30,83203,	0,8789063,8,094727,-12,24316,	-0,2861058,15,49937,-34,18766,	Start	Default	
-1,533691,3,111328,-26,73193,	-0,1889648,1,775391,-25,36084,	1,239258,2,162109,-30,83203,	0,8789063,8,094727,-12,24316,	-0,2409316,15,37424,-35,00615,	Start	Default	
-1,533691,3,111328,-26,73193,	-0,1889648,1,775391,-25,36084,	1,239258,2,162109,-30,83203,	0,8789063,8,094727,-12,24316,	-0,2350182,15,35998,-35,09168,	Start	Default	
-1,533691,3,111328,-26,73193,	-0,1889648,1,775391,-25,36084,	1,239258,2,162109,-30,83203,	0,8789063,8,094727,-12,24316,	-0,2054779,15,299,-35,52404,	Start	Default	
-1,770996,3,014648,-26,78027,	-0,2109375,1,770996,-25,37402,	1,234863,2,175293,-30,84521,	0,8789063,8,094727,-12,24316,	-0,3554637,15,68829,-32,82265,	Start	Default	
-1,770996,3,014648,-26,78027,	-0,2109375,1,770996,-25,37402,	1,234863,2,175293,-30,84521,	0,8789063,8,094727,-12,24316,	-0,1432184,15,09338,-36,94291,	Start	Default	
-1,770996,3,014648,-26,78027,	-0,2109375,1,770996,-25,37402,	1,234863,2,175293,-30,84521,	0,8789063,8,094727,-12,24316,	-0,0614349,14,93613,-37,92976,	Start	Default	
-2,012695,2,856445,-26,79785,	-0,3164063,1,674316,-25,40039,	1,230469,2,175293,-30,8584,	0,8789063,8,094727,-12,24316,	-0,08668971,14,94901,-37,84398,	Start	Default	
-2,012695,2,856445,-26,79785,	-0,3164063,1,674316,-25,40039,	1,230469,2,175293,-30,8584,	0,8789063,8,094727,-12,24316,	-0,1579932,15,01371,-37,41292,	Start	Default	
-2,012695,2,856445,-26,79785,	-0,3164063,1,674316,-25,40039,	1,230469,2,175293,-30,8584,	0,8789063,8,094727,-12,24316,	-0,06702823,14,93708,-37,93017,	Start	Default	
-2,012695,2,856445,-26,79785,	-0,3164063,1,674316,-25,40039,	1,230469,2,175293,-30,8584,	0,8789063,8,094727,-12,24316,	-0,06755392,14,93659,-37,93016,	Start	Default	
-2,25,2,790527,-26,78027,	-0,4438477,1,577637,-25,38721,	1,22168,2,170898,-30,86719,	0,8789063,8,094727,-12,24316,	-0,06423458,14,93654,-37,93012,	Start	Default	
-2,25,2,790527,-26,78027,	-0,4438477,1,577637,-25,38721,	1,22168,2,170898,-30,86719,	0,8789063,8,094727,-12,24316,	-0,06471881,14,93631,-37,93015,	Start	Default	
-2,25,2,790527,-26,78027,	-0,4438477,1,577637,-25,38721,	1,22168,2,170898,-30,86719,	0,8789063,8,094727,-12,24316,	-0,05453178,14,93851,-37,93039,	Start	Default	
-2,509277,2,825684,-26,68799,	-0,5009766,1,577637,-25,37402,	1,212891,2,166504,-30,87158,	0,8789063,8,094727,-12,23877,	-0,05297138,14,93867,-37,93041,	Start	Default	
-2,509277,2,825684,-26,68799,	-0,5009766,1,577637,-25,37402,	1,212891,2,166504,-30,87158,	0,8789063,8,094727,-12,23877,	-0,05322839,14,93845,-37,93032,	Start	Default	
-2,509277,2,825684,-26,68799,	-0,5009766,1,577637,-25,37402,	1,212891,2,166504,-30,87158,	0,8789063,8,094727,-12,23877,	-0,05257768,14,938,-37,93039,	Start	Default	
-2,509277,2,825684,-26,68799,	-0,5009766,1,577637,-25,37402,	1,212891,2,166504,-30,87158,	0,8789063,8,094727,-12,23877,	-0,07505134,14,93271,-37,75415,	Start	Default	
-2,663086,2,847656,-26,6748,	-0,5097656,1,582031,-25,37402,	1,208496,2,175293,-30,88037,	0,8789063,8,094727,-12,23877,	-0,0471904,14,91779,-37,86051,	Start	Default	
-2,663086,2,847656,-26,6748,	-0,5097656,1,582031,-25,37402,	1,208496,2,175293,-30,88037,	0,8789063,8,094727,-12,23877,	-0,1070366,14,76141,-37,00814,	Start	Default	
-2,663086,2,847656,-26,6748,	-0,5097656,1,582031,-25,37402,	1,208496,2,175293,-30,88037,	0,8789063,8,094727,-12,23877,	-0,09570906,14,61003,-36,7533,	Start	Default	
-2,663086,2,847656,-26,6748,	-0,5097656,1,582031,-25,37402,	1,208496,2,175293,-30,88037,	0,8789063,8,094727,-12,23877,	-0,008081948,14,76992,-37,37287,	Start	Default	
