ThumbPosition	IndexPosition	PalmPosition	ObjectPosition	GazePosition	Annotations	GazeAnnotations	
-4.020996:-1.094238:-29.94434	-2.641113:3.651855:-25.34766	1.437012:2.157715:-31.18359	0.8833008:8.085938:-12.36182	0.2843993:14.85622:-37.79061	Start	Default	
-4.016602:-1.120605:-29.92236	-2.614746:3.673828:-25.33447	1.441406:2.15332:-31.18359	0.8833008:8.085938:-12.36182	0.2803108:14.86379:-37.8169	Start	Default	
-4.016602:-1.120605:-29.92236	-2.614746:3.673828:-25.33447	1.441406:2.15332:-31.18359	0.8833008:8.085938:-12.36182	0.2760614:14.87417:-37.8549	Start	Default	
-4.016602:-1.120605:-29.92236	-2.614746:3.673828:-25.33447	1.441406:2.15332:-31.18359	0.8833008:8.085938:-12.36182	0.2764572:14.87453:-37.8553	Start	Default	
-4.056152:-1.129395:-29.94434	-2.562012:3.678223:-25.30811	1.441406:2.15332:-31.1748	0.8876953:8.085938:-12.36182	0.2810392:14.8738:-37.85698	Start	Default	
-4.056152:-1.129395:-29.94434	-2.562012:3.678223:-25.30811	1.441406:2.15332:-31.1748	0.8876953:8.085938:-12.36182	0.2949876:14.87581:-37.87391	Start	Default	
-4.056152:-1.129395:-29.94434	-2.562012:3.678223:-25.30811	1.441406:2.15332:-31.1748	0.8876953:8.085938:-12.36182	0.294437:14.88339:-37.90118	Start	Default	
-4.042969:-1.111816:-29.94873	-2.583984:3.660645:-25.30811	1.445801:2.162109:-31.16602	0.8876953:8.085938:-12.36182	0.2961375:14.87897:-37.88493	Start	Default	
-4.042969:-1.111816:-29.94873	-2.583984:3.660645:-25.30811	1.445801:2.162109:-31.16602	0.8876953:8.085938:-12.36182	0.2952934:14.88167:-37.89445	Start	Default	
-4.042969:-1.111816:-29.94873	-2.583984:3.660645:-25.30811	1.445801:2.162109:-31.16602	0.8876953:8.085938:-12.36182	0.2955232:14.88271:-37.89766	Start	Default	
-4.042969:-1.111816:-29.94873	-2.583984:3.660645:-25.30811	1.445801:2.162109:-31.16602	0.8876953:8.085938:-12.36182	0.2919517:14.90989:-37.98973	Start	Default	
-4.042969:-1.111816:-29.94873	-2.583984:3.660645:-25.30811	1.445801:2.162109:-31.16602	0.8876953:8.085938:-12.36182	0.3026344:14.90977:-37.98989	Start	Default	
-4.047363:-1.089844:-29.93994	-2.575195:3.616699:-25.33008	1.445801:2.157715:-31.16602	0.8876953:8.085938:-12.36182	0.2924224:14.87874:-37.87901	Start	Default	
-4.047363:-1.089844:-29.93994	-2.575195:3.616699:-25.33008	1.445801:2.157715:-31.16602	0.8876953:8.085938:-12.36182	0.3012967:14.88202:-37.90118	Start	Bottle	
-4.03418:-1.111816:-29.93555	-2.535645:3.401367:-25.40479	1.437012:2.148926:-31.17041	0.8876953:8.085938:-12.36182	0.3191383:14.90921:-37.99039	Start	Bottle	
-4.03418:-1.111816:-29.93555	-2.535645:3.401367:-25.40479	1.437012:2.148926:-31.17041	0.8876953:8.085938:-12.36182	0.3188451:14.90884:-37.99039	Start	Bottle	
-4.03418:-1.111816:-29.93555	-2.535645:3.401367:-25.40479	1.437012:2.148926:-31.17041	0.8876953:8.085938:-12.36182	0.3186755:14.90865:-37.99033	Start	Bottle	
-4.03418:-1.111816:-29.93555	-2.535645:3.401367:-25.40479	1.437012:2.148926:-31.17041	0.8876953:8.085938:-12.36182	0.3178948:14.90862:-37.99027	Start	Bottle	
-3.999023:-1.103027:-29.90918	-2.57959:3.251953:-25.41357	1.432617:2.135742:-31.16602	0.8876953:8.085938:-12.36182	0.2907108:14.9092:-37.98962	Start	Bottle	
