ThumbPosition	IndexPosition	PalmPosition	ObjectPosition	GazePosition	Annotations	GazeAnnotations	
-3.528809:1.208496:-28.31396	-0.703125:3.75293:-26.29248	1.489746:2.364258:-30.72217	0.7998047:8.081543:-12.10254	0.127006:14.92428:-37.85055	Start	Default	
-3.528809:1.208496:-28.31396	-0.703125:3.75293:-26.29248	1.489746:2.364258:-30.72217	0.7998047:8.081543:-12.10254	0.1233028:14.92434:-37.85051	Start	Default	
-3.528809:1.208496:-28.31396	-0.703125:3.75293:-26.29248	1.489746:2.364258:-30.72217	0.7998047:8.081543:-12.10254	0.1249263:14.9244:-37.85047	Start	Default	
-3.42334:1.340332:-28.33154	-0.703125:3.687012:-26.33643	1.489746:2.368652:-30.71777	0.7998047:8.081543:-12.10254	0.1422082:14.92368:-37.85051	Start	Default	
-3.42334:1.340332:-28.33154	-0.703125:3.687012:-26.33643	1.489746:2.368652:-30.71777	0.7998047:8.081543:-12.10254	0.1576773:14.92362:-37.79445	Start	Default	
-3.42334:1.340332:-28.33154	-0.703125:3.687012:-26.33643	1.489746:2.368652:-30.71777	0.7998047:8.081543:-12.10254	0.1564345:14.92389:-37.77869	Start	Default	
-3.418945:1.516113:-28.34912	-0.7163086:3.616699:-26.38477	1.494141:2.368652:-30.71338	0.7998047:8.081543:-12.10254	0.1568923:14.92346:-37.79103	Start	Default	
-3.418945:1.516113:-28.34912	-0.7163086:3.616699:-26.38477	1.494141:2.368652:-30.71338	0.7998047:8.081543:-12.10254	0.158271:14.92316:-37.83928	Start	Default	
-3.418945:1.516113:-28.34912	-0.7163086:3.616699:-26.38477	1.494141:2.368652:-30.71338	0.7998047:8.081543:-12.10254	0.1585228:14.92302:-37.83857	Start	Default	
-3.418945:1.516113:-28.34912	-0.7163086:3.616699:-26.38477	1.494141:2.368652:-30.71338	0.7998047:8.081543:-12.10254	0.1573553:14.92294:-37.84039	Start	Default	
-3.427734:1.582031:-28.3623	-0.7294922:3.550781:-26.41553	1.489746:2.359863:-30.70898	0.7998047:8.081543:-12.09814	0.1529169:14.92306:-37.84912	Start	Default	
-3.427734:1.582031:-28.3623	-0.7294922:3.550781:-26.41553	1.489746:2.359863:-30.70898	0.7998047:8.081543:-12.09814	0.1493547:14.92314:-37.84909	Start	Default	
-3.427734:1.582031:-28.3623	-0.7294922:3.550781:-26.41553	1.489746:2.359863:-30.70898	0.7998047:8.081543:-12.09814	0.1505412:14.92315:-37.84891	Start	Default	
-3.427734:1.612793:-28.37549	-0.7294922:3.533203:-26.42432	1.485352:2.355469:-30.70898	0.7998047:8.081543:-12.09814	0.1615681:14.92257:-37.84854	Start	Default	
