ThumbPosition	IndexPosition	PalmPosition	ObjectPosition	GazePosition	Annotations	GazeAnnotations	
-2.8125:2.140137:-28.98193	-1.608398:3.651855:-26.30566	1.445801:2.166504:-30.56396	1.050293:8.05957:-11.93994	0.187704:14.9192:-37.65831	Start	Default	
-3.04541:2.179688:-28.95117	-1.546875:3.700195:-26.33203	1.450195:2.166504:-30.56396	1.050293:8.05957:-11.93994	0.1862313:14.92168:-37.76343	Start	Default	
-3.04541:2.179688:-28.95117	-1.546875:3.700195:-26.33203	1.450195:2.166504:-30.56396	1.050293:8.05957:-11.93994	0.1907584:14.92071:-37.75837	Start	Default	
-3.04541:2.179688:-28.95117	-1.546875:3.700195:-26.33203	1.450195:2.166504:-30.56396	1.050293:8.05957:-11.93994	0.1868827:14.92274:-37.81783	Start	Default	
-3.04541:2.179688:-28.95117	-1.546875:3.700195:-26.33203	1.450195:2.166504:-30.56396	1.050293:8.05957:-11.93994	0.1681022:14.92399:-37.82924	Start	Default	
-3.203613:2.10498:-28.93359	-1.511719:3.70459:-26.33203	1.450195:2.157715:-30.56396	1.050293:8.05957:-11.93994	0.1438999:14.92533:-37.82899	Start	Default	
-3.203613:2.10498:-28.93359	-1.511719:3.70459:-26.33203	1.450195:2.157715:-30.56396	1.050293:8.05957:-11.93994	0.1430338:14.92547:-37.82882	Start	Default	
-3.203613:2.10498:-28.93359	-1.511719:3.70459:-26.33203	1.450195:2.157715:-30.56396	1.050293:8.05957:-11.93994	0.1481737:14.92488:-37.8286	Start	Default	
-3.265137:2.15332:-28.9248	-1.507324:3.761719:-26.31445	1.450195:2.148926:-30.56396	1.050293:8.05957:-11.93994	0.1571429:14.92443:-37.79773	Start	Default	
-3.265137:2.15332:-28.9248	-1.507324:3.761719:-26.31445	1.450195:2.148926:-30.56396	1.050293:8.05957:-11.93994	0.1567386:14.92455:-37.82859	Start	Default	
-3.265137:2.15332:-28.9248	-1.507324:3.761719:-26.31445	1.450195:2.148926:-30.56396	1.050293:8.05957:-11.93994	0.156589:14.92448:-37.80741	Start	Default	
-3.265137:2.15332:-28.9248	-1.507324:3.761719:-26.31445	1.450195:2.148926:-30.56396	1.050293:8.05957:-11.93994	0.1568152:14.92436:-37.78444	Start	Default	
