ThumbPosition	IndexPosition	PalmPosition	ObjectPosition	GazePosition	Annotations	GazeAnnotations	
-2,562012,3,673828,-26,3584,	-0,4394531,2,003906,-25,16748,	1,287598,2,069824,-30,86719,	1,054688,7,998047,-11,53125,	0,02923454,14,84804,-37,81335,	Start	Default	
-2,518066,3,660645,-26,37598,	-0,4438477,2,008301,-25,17627,	1,296387,2,074219,-30,88037,	1,054688,7,998047,-11,53125,	0,01862285,14,84598,-37,65583,	Start	Default	
-2,518066,3,660645,-26,37598,	-0,4438477,2,008301,-25,17627,	1,296387,2,074219,-30,88037,	1,054688,7,998047,-11,53125,	0,02347314,14,84362,-37,52924,	Start	Default	
-2,518066,3,660645,-26,37598,	-0,4438477,2,008301,-25,17627,	1,296387,2,074219,-30,88037,	1,054688,7,998047,-11,53125,	0,03662962,14,83872,-37,38723,	Start	Default	
-2,518066,3,660645,-26,37598,	-0,4438477,2,008301,-25,17627,	1,296387,2,074219,-30,88037,	1,054688,7,998047,-11,53125,	0,04924648,14,83336,-37,2834,	Start	Default	
-2,496094,3,673828,-26,36279,	-0,4658203,2,01709,-25,18066,	1,305176,2,078613,-30,88477,	1,054688,7,998047,-11,53125,	0,05445154,14,82876,-37,1403,	Start	Default	
-2,496094,3,673828,-26,36279,	-0,4658203,2,01709,-25,18066,	1,305176,2,078613,-30,88477,	1,054688,7,998047,-11,53125,	0,05629679,14,82435,-37,05801,	Start	Default	
-2,496094,3,673828,-26,36279,	-0,4658203,2,01709,-25,18066,	1,305176,2,078613,-30,88477,	1,054688,7,998047,-11,53125,	0,04919404,14,82819,-37,17262,	Start	Default	
-2,513672,3,673828,-26,36279,	-0,4702148,2,025879,-25,18506,	1,300781,2,078613,-30,88037,	1,054688,7,998047,-11,53125,	0,0434827,14,83365,-37,30708,	Start	Default	
-2,513672,3,673828,-26,36279,	-0,4702148,2,025879,-25,18506,	1,300781,2,078613,-30,88037,	1,054688,7,998047,-11,53125,	0,04995209,14,8296,-37,18094,	Start	Default	
-2,513672,3,673828,-26,36279,	-0,4702148,2,025879,-25,18506,	1,300781,2,078613,-30,88037,	1,054688,7,998047,-11,53125,	0,05702498,14,82496,-37,08296,	Start	Default	
-2,522461,3,60791,-26,3584,	-0,4658203,2,008301,-25,18945,	1,300781,2,087402,-30,87598,	1,054688,7,998047,-11,53125,	0,06151485,14,82303,-36,99876,	Start	Default	
-2,522461,3,60791,-26,3584,	-0,4658203,2,008301,-25,18945,	1,300781,2,087402,-30,87598,	1,054688,7,998047,-11,53125,	0,05978332,14,82484,-37,08265,	Start	Default	
-2,522461,3,60791,-26,3584,	-0,4658203,2,008301,-25,18945,	1,300781,2,087402,-30,87598,	1,054688,7,998047,-11,53125,	0,04376597,14,83327,-37,28458,	Start	Default	
-2,522461,3,60791,-26,3584,	-0,4658203,2,008301,-25,18945,	1,300781,2,087402,-30,87598,	1,054688,7,998047,-11,53125,	0,02908824,14,8378,-37,35242,	Start	Default	
-2,522461,3,60791,-26,3584,	-0,4658203,2,008301,-25,18945,	1,300781,2,087402,-30,87598,	1,054688,7,998047,-11,53125,	0,02713617,14,8369,-37,15133,	Start	Default	
-2,526855,3,625488,-26,37158,	-0,4394531,1,990723,-25,19824,	1,305176,2,091797,-30,87158,	1,054688,7,998047,-11,53125,	0,02054866,14,84091,-37,34857,	Start	Default	
-2,526855,3,625488,-26,37158,	-0,4394531,1,990723,-25,19824,	1,305176,2,091797,-30,87158,	1,054688,7,998047,-11,53125,	0,02117247,14,84201,-37,45318,	Start	Default	
-2,526855,3,625488,-26,37158,	-0,4394531,1,990723,-25,19824,	1,305176,2,091797,-30,87158,	1,054688,7,998047,-11,53125,	0,0314609,14,84054,-37,45956,	Start	Default	
-2,535645,3,660645,-26,38037,	-0,4306641,1,981934,-25,19824,	1,30957,2,091797,-30,86279,	1,054688,7,998047,-11,53125,	0,03522203,14,83977,-37,49085,	Start	Default	
-2,535645,3,660645,-26,38037,	-0,4306641,1,981934,-25,19824,	1,30957,2,091797,-30,86279,	1,054688,7,998047,-11,53125,	0,04140612,14,83776,-37,49001,	Start	Default	
-2,535645,3,660645,-26,38037,	-0,4306641,1,981934,-25,19824,	1,30957,2,091797,-30,86279,	1,054688,7,998047,-11,53125,	0,04385352,14,83619,-37,46183,	Start	Default	
-2,509277,3,65625,-26,40674,	-0,4262695,1,964355,-25,20264,	1,313965,2,100586,-30,8584,	1,054688,7,998047,-11,53125,	0,04781515,14,83262,-37,37234,	Start	Default	
-2,509277,3,65625,-26,40674,	-0,4262695,1,964355,-25,20264,	1,313965,2,100586,-30,8584,	1,054688,7,998047,-11,53125,	0,05026879,14,83058,-37,31708,	Start	Default	
-2,509277,3,65625,-26,40674,	-0,4262695,1,964355,-25,20264,	1,313965,2,100586,-30,8584,	1,054688,7,998047,-11,53125,	0,04906576,14,83055,-37,32624,	Start	Default	
-2,509277,3,65625,-26,40674,	-0,4262695,1,964355,-25,20264,	1,313965,2,100586,-30,8584,	1,054688,7,998047,-11,53125,	0,0411699,14,83572,-37,47748,	Start	Default	
-2,500488,3,599121,-26,42432,	-0,4306641,1,937988,-25,1543,	1,313965,2,091797,-30,84961,	1,054688,7,998047,-11,53125,	0,05031075,14,82906,-37,24244,	Start	Default	
-2,500488,3,599121,-26,42432,	-0,4306641,1,937988,-25,1543,	1,313965,2,091797,-30,84961,	1,054688,7,998047,-11,53125,	0,05149307,14,8288,-37,23338,	Start	Default	
-2,500488,3,599121,-26,42432,	-0,4306641,1,937988,-25,1543,	1,313965,2,091797,-30,84961,	1,054688,7,998047,-11,53125,	0,05401726,14,82694,-37,18393,	Start	Default	
-2,500488,3,599121,-26,42432,	-0,4306641,1,937988,-25,1543,	1,313965,2,091797,-30,84961,	1,054688,7,998047,-11,53125,	0,06318833,14,82135,-37,01179,	Start	Default	
-2,522461,3,546387,-26,42871,	-0,4394531,1,929199,-25,13232,	1,305176,2,078613,-30,84521,	1,054688,7,998047,-11,53125,	0,05406456,14,82858,-37,2488,	Start	Default	
-2,522461,3,546387,-26,42871,	-0,4394531,1,929199,-25,13232,	1,305176,2,078613,-30,84521,	1,054688,7,998047,-11,53125,	0,05603731,14,82762,-37,20222,	Start	Default	
-2,522461,3,546387,-26,42871,	-0,4394531,1,929199,-25,13232,	1,305176,2,078613,-30,84521,	1,054688,7,998047,-11,53125,	0,05811867,14,82595,-37,16787,	Start	Default	
-2,522461,3,546387,-26,42871,	-0,4394531,1,929199,-25,13232,	1,305176,2,078613,-30,84521,	1,054688,7,998047,-11,53125,	0,05019224,14,83249,-37,35821,	Start	Default	
-2,544434,3,524414,-26,47266,	-0,4702148,1,937988,-25,12793,	1,291992,2,074219,-30,83643,	1,054688,7,998047,-11,53125,	0,04533983,14,83595,-37,4474,	Start	Default	
-2,544434,3,524414,-26,47266,	-0,4702148,1,937988,-25,12793,	1,291992,2,074219,-30,83643,	1,054688,7,998047,-11,53125,	0,04342274,14,83694,-37,49115,	Start	Default	
-2,544434,3,524414,-26,47266,	-0,4702148,1,937988,-25,12793,	1,291992,2,074219,-30,83643,	1,054688,7,998047,-11,53125,	0,0499286,14,83332,-37,34056,	Start	Default	
-2,548828,3,533203,-26,49463,	-0,487793,1,946777,-25,12354,	1,291992,2,083008,-30,83203,	1,054688,7,998047,-11,53125,	0,05576052,14,82893,-37,19371,	Start	Default	
-2,548828,3,533203,-26,49463,	-0,487793,1,946777,-25,12354,	1,291992,2,083008,-30,83203,	1,054688,7,998047,-11,53125,	0,05584995,14,82863,-37,17638,	Start	Default	
-2,548828,3,533203,-26,49463,	-0,487793,1,946777,-25,12354,	1,291992,2,083008,-30,83203,	1,054688,7,998047,-11,53125,	0,03258962,14,84024,-37,54192,	Start	Default	
-2,548828,3,533203,-26,49463,	-0,487793,1,946777,-25,12354,	1,291992,2,083008,-30,83203,	1,054688,7,998047,-11,53125,	0,02713046,14,83903,-37,4417,	Start	Default	
-2,601563,3,555176,-26,49902,	-0,487793,1,942383,-25,12354,	1,296387,2,091797,-30,83203,	1,054688,7,998047,-11,53125,	0,03049805,14,83654,-37,32666,	Start	Default	
-2,601563,3,555176,-26,49902,	-0,487793,1,942383,-25,12354,	1,296387,2,091797,-30,83203,	1,054688,7,998047,-11,53125,	0,03467438,14,83606,-37,35027,	Start	Default	
-2,601563,3,555176,-26,49902,	-0,487793,1,942383,-25,12354,	1,296387,2,091797,-30,83203,	1,054688,7,998047,-11,53125,	0,04368665,14,83385,-37,3615,	Start	Default	
-2,601563,3,555176,-26,49902,	-0,487793,1,942383,-25,12354,	1,296387,2,091797,-30,83203,	1,054688,7,998047,-11,53125,	0,0207473,14,84013,-37,44834,	Start	Default	
-2,632324,3,541992,-26,51221,	-0,5009766,1,924805,-25,11475,	1,291992,2,091797,-30,83643,	1,054688,7,998047,-11,53125,	0,008668877,14,8427,-37,54443,	Start	Default	
-2,632324,3,541992,-26,51221,	-0,5009766,1,924805,-25,11475,	1,291992,2,091797,-30,83643,	1,054688,7,998047,-11,53125,	0,003565472,14,84555,-37,64415,	Start	Default	
-2,632324,3,541992,-26,51221,	-0,5009766,1,924805,-25,11475,	1,291992,2,091797,-30,83643,	1,054688,7,998047,-11,53125,	0,0001347894,14,84701,-37,7746,	Start	Default	
-2,632324,3,541992,-26,51221,	-0,5009766,1,924805,-25,11475,	1,291992,2,091797,-30,83643,	1,054688,7,998047,-11,53125,	-0,0044918,14,8505,-37,93916,	Start	Default	
-2,649902,3,568359,-26,51221,	-0,5273438,1,902832,-25,08398,	1,287598,2,083008,-30,83643,	1,054688,7,998047,-11,53125,	0,02582937,14,84659,-37,80628,	Start	Default	
-2,649902,3,568359,-26,51221,	-0,5273438,1,902832,-25,08398,	1,287598,2,083008,-30,83643,	1,054688,7,998047,-11,53125,	0,03146268,14,84209,-37,66018,	Start	Default	
-2,649902,3,568359,-26,51221,	-0,5273438,1,902832,-25,08398,	1,287598,2,083008,-30,83643,	1,054688,7,998047,-11,53125,	0,02927195,14,84498,-37,75755,	Start	Default	
-2,632324,3,555176,-26,50781,	-0,5537109,1,867676,-25,06201,	1,283203,2,069824,-30,82764,	1,054688,7,998047,-11,53125,	0,02098907,14,85218,-37,98977,	Start	Default	
-2,632324,3,555176,-26,50781,	-0,5537109,1,867676,-25,06201,	1,283203,2,069824,-30,82764,	1,054688,7,998047,-11,53125,	0,0209796,14,85227,-37,99423,	Start	Default	
