ThumbPosition	IndexPosition	PalmPosition	ObjectPosition	GazePosition	Annotations	GazeAnnotations	
-2,254395,3,164063,-26,21777,	0,02636719,1,586426,-24,31934,	1,27002,1,907227,-30,16406,	1,160156,8,099121,-12,22559,	0,02147124,14,8587,-38,06623,	Start	Default	
-2,254395,3,164063,-26,21777,	0,02636719,1,586426,-24,31934,	1,27002,1,907227,-30,16406,	1,160156,8,099121,-12,22559,	0,01717974,14,85863,-38,06604,	Start	Default	
-2,197266,3,177246,-26,23975,	0,03076172,1,586426,-24,3501,	1,274414,1,902832,-30,16406,	1,160156,8,099121,-12,22119,	0,02230846,14,85838,-38,04346,	Start	Default	
-2,197266,3,177246,-26,23975,	0,03076172,1,586426,-24,3501,	1,274414,1,902832,-30,16406,	1,160156,8,099121,-12,22119,	0,03916823,14,8587,-38,01781,	Start	Default	
-2,197266,3,177246,-26,23975,	0,03076172,1,586426,-24,3501,	1,274414,1,902832,-30,16406,	1,160156,8,099121,-12,22119,	0,04790552,14,8604,-38,06783,	Start	Default	
-2,109375,3,221191,-26,27051,	0,01318359,1,582031,-24,37646,	1,27002,1,894043,-30,16846,	1,160156,8,099121,-12,22559,	0,03903669,14,85987,-38,06757,	Start	Default	
-2,109375,3,221191,-26,27051,	0,01318359,1,582031,-24,37646,	1,27002,1,894043,-30,16846,	1,160156,8,099121,-12,22559,	0,02673058,14,85934,-38,06719,	Start	Default	
-2,109375,3,221191,-26,27051,	0,01318359,1,582031,-24,37646,	1,27002,1,894043,-30,16846,	1,160156,8,099121,-12,22559,	0,02657276,14,85943,-38,06722,	Start	Default	
-2,109375,3,221191,-26,27051,	0,01318359,1,582031,-24,37646,	1,27002,1,894043,-30,16846,	1,160156,8,099121,-12,22559,	0,02575132,14,85914,-38,05162,	Start	Default	
-2,15332,3,225586,-26,22217,	0,01757813,1,546875,-24,40283,	1,27002,1,880859,-30,16846,	1,160156,8,099121,-12,22559,	0,02592356,14,85869,-38,0322,	Start	Default	
-2,15332,3,225586,-26,22217,	0,01757813,1,546875,-24,40283,	1,27002,1,880859,-30,16846,	1,160156,8,099121,-12,22559,	0,0239101,14,85915,-38,06711,	Start	Default	
-2,15332,3,225586,-26,22217,	0,01757813,1,546875,-24,40283,	1,27002,1,880859,-30,16846,	1,160156,8,099121,-12,22559,	0,02182527,14,85876,-38,05601,	Start	Default	
-2,100586,3,353027,-26,16504,	0,02197266,1,568848,-24,41162,	1,274414,1,876465,-30,15527,	1,160156,8,099121,-12,22559,	0,02071981,14,85913,-38,06704,	Start	Default	
-2,100586,3,353027,-26,16504,	0,02197266,1,568848,-24,41162,	1,274414,1,876465,-30,15527,	1,160156,8,099121,-12,22559,	0,05403071,14,85976,-38,02911,	Start	Default	
-2,100586,3,353027,-26,16504,	0,02197266,1,568848,-24,41162,	1,274414,1,876465,-30,15527,	1,160156,8,099121,-12,22559,	0,0601515,14,85828,-37,98851,	Start	Default	
-2,100586,3,353027,-26,16504,	0,02197266,1,568848,-24,41162,	1,274414,1,876465,-30,15527,	1,160156,8,099121,-12,22559,	0,05953379,14,85906,-38,01078,	Start	Default	
-2,074219,3,251953,-26,26611,	0,03515625,1,586426,-24,40723,	1,274414,1,876465,-30,15088,	1,160156,8,099121,-12,22559,	0,05765219,14,85985,-38,03472,	Start	Default	
-2,074219,3,251953,-26,26611,	0,03515625,1,586426,-24,40723,	1,274414,1,876465,-30,15088,	1,160156,8,099121,-12,22559,	0,04148295,14,85795,-37,97574,	Start	Default	
-2,074219,3,251953,-26,26611,	0,03515625,1,586426,-24,40723,	1,274414,1,876465,-30,15088,	1,160156,8,099121,-12,22559,	0,02387841,14,85818,-37,98299,	Start	Default	
-2,074219,3,251953,-26,26611,	0,03515625,1,586426,-24,40723,	1,274414,1,876465,-30,15088,	1,160156,8,099121,-12,22559,	0,02457544,14,85886,-38,04397,	Start	Default	
-2,166504,3,317871,-26,30127,	0,04833984,1,595215,-24,42041,	1,283203,1,876465,-30,15088,	1,160156,8,099121,-12,22559,	0,01268064,14,8587,-38,06536,	Start	Default	
