ThumbPosition	IndexPosition	PalmPosition	ObjectPosition	GazePosition	Annotations	GazeAnnotations	
-3.010254:3.102539:-26.75391	-1.30957:2.935547:-25.85303	1.375488:1.96875:-31.20117	1.248047:8.037598:-11.77295	-0.0009008534:14.79396:-37.13785	Start	Default	
-3.010254:3.102539:-26.75391	-1.30957:2.935547:-25.85303	1.375488:1.96875:-31.20117	1.248047:8.037598:-11.77295	0.004672118:14.78372:-36.98485	Start	Default	
-3.005859:3.089355:-26.7583	-1.318359:2.944336:-25.84424	1.375488:1.973145:-31.19678	1.248047:8.037598:-11.76855	-0.003097862:14.79194:-37.08458	Start	Default	
-3.005859:3.089355:-26.7583	-1.318359:2.944336:-25.84424	1.375488:1.973145:-31.19678	1.248047:8.037598:-11.76855	-0.008377947:14.79821:-37.176	Start	Default	
-3.005859:3.089355:-26.7583	-1.318359:2.944336:-25.84424	1.375488:1.973145:-31.19678	1.248047:8.037598:-11.76855	-0.004725214:14.7921:-37.08064	Start	Default	
-3.019043:3.102539:-26.7627	-1.331543:2.95752:-25.83105	1.375488:1.977539:-31.19678	1.248047:8.037598:-11.77295	-0.004124008:14.78987:-37.0557	Start	Default	
-3.019043:3.102539:-26.7627	-1.331543:2.95752:-25.83105	1.375488:1.977539:-31.19678	1.248047:8.037598:-11.77295	-0.005780198:14.79459:-37.12053	Start	Default	
-3.019043:3.102539:-26.7627	-1.331543:2.95752:-25.83105	1.375488:1.977539:-31.19678	1.248047:8.037598:-11.77295	0.002647247:14.78339:-36.96623	Start	Default	
-3.005859:3.155273:-26.7583	-1.35791:2.979492:-25.83545	1.375488:1.973145:-31.19238	1.243652:8.037598:-11.77295	0.0007169433:14.78835:-37.04338	Start	Default	
-3.005859:3.155273:-26.7583	-1.35791:2.979492:-25.83545	1.375488:1.973145:-31.19238	1.243652:8.037598:-11.77295	0.002340596:14.78361:-36.97149	Start	Default	
-3.005859:3.155273:-26.7583	-1.35791:2.979492:-25.83545	1.375488:1.973145:-31.19238	1.243652:8.037598:-11.77295	-0.001997154:14.79059:-37.06749	Start	Default	
