ThumbPosition	IndexPosition	PalmPosition	ObjectPosition	GazePosition	Annotations	GazeAnnotations	
-3.396973:2.821289:-26.54736	-1.836914:3.128906:-25.9541	1.476563:2.351074:-31.18799	1.177734:8.112305:-12.30469	-0.01990944:14.84939:-37.77303	Start	Default	
-3.427734:2.808105:-26.57813	-1.828125:3.128906:-25.96289	1.480957:2.355469:-31.19238	1.177734:8.112305:-12.30469	-0.007890211:14.84416:-37.6721	Start	Default	
-3.427734:2.808105:-26.57813	-1.828125:3.128906:-25.96289	1.480957:2.355469:-31.19238	1.177734:8.112305:-12.30469	0.006746853:14.83782:-37.56794	Start	Default	
-3.427734:2.808105:-26.57813	-1.828125:3.128906:-25.96289	1.480957:2.355469:-31.19238	1.177734:8.112305:-12.30469	0.01176612:14.83618:-37.56463	Start	Default	
-3.427734:2.808105:-26.57813	-1.828125:3.128906:-25.96289	1.480957:2.355469:-31.19238	1.177734:8.112305:-12.30469	0.01062711:14.8379:-37.58828	Start	Default	
-3.410156:2.803711:-26.6001	-1.850098:3.150879:-25.96289	1.480957:2.359863:-31.19678	1.177734:8.112305:-12.30469	-0.007439889:14.8428:-37.61804	Start	Default	
-3.410156:2.803711:-26.6001	-1.850098:3.150879:-25.96289	1.480957:2.359863:-31.19678	1.177734:8.112305:-12.30469	-0.02097178:14.84659:-37.62992	Start	Default	
-3.410156:2.803711:-26.6001	-1.850098:3.150879:-25.96289	1.480957:2.359863:-31.19678	1.177734:8.112305:-12.30469	-0.02413136:14.84593:-37.58635	Start	Default	
-3.418945:2.838867:-26.58691	-1.83252:3.150879:-25.9541	1.480957:2.355469:-31.19678	1.177734:8.112305:-12.30469	-0.032054:14.84832:-37.65156	Start	Default	
-3.418945:2.838867:-26.58691	-1.83252:3.150879:-25.9541	1.480957:2.355469:-31.19678	1.177734:8.112305:-12.30469	-0.008985918:14.84112:-37.62894	Start	Default	
-3.418945:2.838867:-26.58691	-1.83252:3.150879:-25.9541	1.480957:2.355469:-31.19678	1.177734:8.112305:-12.30469	-0.005252188:14.85218:-37.91144	Start	Default	
-3.405762:2.900391:-26.57813	-1.828125:3.212402:-25.96289	1.485352:2.34668:-31.18799	1.177734:8.112305:-12.30469	-0.004593201:14.84583:-37.73221	Start	Default	
-3.405762:2.900391:-26.57813	-1.828125:3.212402:-25.96289	1.485352:2.34668:-31.18799	1.177734:8.112305:-12.30469	-0.008766568:14.83514:-37.83893	Start	Default	
-3.405762:2.900391:-26.57813	-1.828125:3.212402:-25.96289	1.485352:2.34668:-31.18799	1.177734:8.112305:-12.30469	-0.06871255:14.82549:-37.8377	Start	Default	
-3.366211:2.975098:-26.58252	-1.819336:3.22998:-25.98926	1.485352:2.337891:-31.1792	1.177734:8.112305:-12.30469	-0.068506:14.80485:-37.84019	Start	Default	
-3.366211:2.975098:-26.58252	-1.819336:3.22998:-25.98926	1.485352:2.337891:-31.1792	1.177734:8.112305:-12.30469	-0.07387139:14.7886:-37.84341	Start	Default	
-3.366211:2.975098:-26.58252	-1.819336:3.22998:-25.98926	1.485352:2.337891:-31.1792	1.177734:8.112305:-12.30469	-0.06250129:14.63392:-37.45594	Start	Bottle	
-3.366211:2.975098:-26.58252	-1.819336:3.22998:-25.98926	1.485352:2.337891:-31.1792	1.177734:8.112305:-12.30469	-0.07377184:14.82181:-38.03234	Start	Bottle	
-3.353027:3.032227:-26.57813	-1.819336:3.23877:-25.96729	1.480957:2.342285:-31.1748	1.177734:8.112305:-12.30469	-0.06563218:14.70616:-37.69217	Start	Bottle	
-3.353027:3.032227:-26.57813	-1.819336:3.23877:-25.96729	1.480957:2.342285:-31.1748	1.177734:8.112305:-12.30469	-0.04326627:14.68408:-37.68068	Start	Bottle	
-3.353027:3.032227:-26.57813	-1.819336:3.23877:-25.96729	1.480957:2.342285:-31.1748	1.177734:8.112305:-12.30469	-0.01033076:14.78976:-37.97145	Start	Bottle	
-3.353027:3.032227:-26.57813	-1.819336:3.23877:-25.96729	1.480957:2.342285:-31.1748	1.177734:8.112305:-12.30469	-0.02474732:14.80884:-38.01223	Start	Bottle	
-3.199219:3.194824:-26.55176	-1.749023:3.159668:-25.89258	1.489746:2.425781:-31.0957	1.177734:8.112305:-12.30469	-0.07821975:14.8209:-38.0291	Start	Bottle	
-3.199219:3.194824:-26.55176	-1.749023:3.159668:-25.89258	1.489746:2.425781:-31.0957	1.177734:8.112305:-12.30469	-0.07930986:14.81552:-38.00236	Start	Bottle	
-3.199219:3.194824:-26.55176	-1.749023:3.159668:-25.89258	1.489746:2.425781:-31.0957	1.177734:8.112305:-12.30469	-0.07037274:14.56589:-37.21601	Start	Bottle	
-2.852051:3.60791:-26.45947	-1.731445:3.076172:-25.80469	1.494141:2.790527:-30.74414	1.177734:8.112305:-12.30469	-0.07991887:14.76533:-37.84667	Start	Bottle	
-2.852051:3.60791:-26.45947	-1.731445:3.076172:-25.80469	1.494141:2.790527:-30.74414	1.177734:8.112305:-12.30469	-0.06491763:14.43262:-36.8164	Start	Bottle	
-2.852051:3.60791:-26.45947	-1.731445:3.076172:-25.80469	1.494141:2.790527:-30.74414	1.177734:8.112305:-12.30469	-0.07272702:14.64448:-37.44146	Start	Bottle	
-2.852051:3.60791:-26.45947	-1.731445:3.076172:-25.80469	1.494141:2.790527:-30.74414	1.177734:8.112305:-12.30469	-0.07218827:14.82077:-38.0251	Start	Bottle	
-2.412598:3.625488:-25.9585	-1.595215:2.834473:-25.17188	1.45459:3.300293:-30.06738	1.177734:8.112305:-12.30469	-0.01732326:14.82289:-38.02515	Start	Bottle	
-2.412598:3.625488:-25.9585	-1.595215:2.834473:-25.17188	1.45459:3.300293:-30.06738	1.177734:8.112305:-12.30469	-0.01607608:14.81651:-38.01762	Start	Bottle	
-2.412598:3.625488:-25.9585	-1.595215:2.834473:-25.17188	1.45459:3.300293:-30.06738	1.177734:8.112305:-12.30469	-0.08196817:14.80992:-37.98914	Start	Bottle	
-1.924805:3.291504:-25.10156	-1.208496:2.847656:-24.06445	1.375488:4.047363:-29.11816	1.177734:8.112305:-12.30469	-0.08246241:14.82093:-38.02074	Start	Bottle	
-1.924805:3.291504:-25.10156	-1.208496:2.847656:-24.06445	1.375488:4.047363:-29.11816	1.177734:8.112305:-12.30469	-0.0845656:14.81884:-38.01871	Start	Bottle	
-1.924805:3.291504:-25.10156	-1.208496:2.847656:-24.06445	1.375488:4.047363:-29.11816	1.177734:8.112305:-12.30469	-0.08416177:14.81887:-38.01953	Start	Bottle	
