ThumbPosition	IndexPosition	PalmPosition	ObjectPosition	GazePosition	Annotations	GazeAnnotations	
-3.858398:2.223633:-27.01758	-1.916016:3.414551:-25.73438	1.393066:2.280762:-31.06934	0.8481445:8.055176:-11.93555	-0.03464144:14.84996:-37.80438	Start	Default	
-3.858398:2.223633:-27.01758	-1.916016:3.414551:-25.73438	1.393066:2.280762:-31.06934	0.8481445:8.055176:-11.93555	-0.03182184:14.84936:-37.7923	Start	Default	
-3.79248:2.228027:-27.02637	-1.907227:3.454102:-25.64648	1.388672:2.276367:-31.06934	0.8481445:8.055176:-11.93555	-0.02873171:14.84665:-37.73537	Start	Default	
-3.79248:2.228027:-27.02637	-1.907227:3.454102:-25.64648	1.388672:2.276367:-31.06934	0.8481445:8.055176:-11.93555	-0.02580931:14.84431:-37.66496	Start	Default	
-3.79248:2.228027:-27.02637	-1.907227:3.454102:-25.64648	1.388672:2.276367:-31.06934	0.8481445:8.055176:-11.93555	-0.02555211:14.84366:-37.64557	Start	Default	
-3.708984:2.280762:-31.06494	-1.880859:3.47168:-25.58936	1.384277:2.276367:-31.06494	0.8481445:8.055176:-11.93555	-0.03002564:14.8468:-37.70832	Start	Default	
-3.708984:2.280762:-31.06494	-1.880859:3.47168:-25.58936	1.384277:2.276367:-31.06494	0.8481445:8.055176:-11.93555	-0.03189003:14.8472:-37.68316	Start	Default	
-3.708984:2.280762:-31.06494	-1.880859:3.47168:-25.58936	1.384277:2.276367:-31.06494	0.8481445:8.055176:-11.93555	-0.03981536:14.84869:-37.66842	Start	Default	
-3.708984:2.280762:-31.06494	-1.880859:3.47168:-25.58936	1.384277:2.276367:-31.06494	0.8481445:8.055176:-11.93555	-0.05084923:14.8498:-37.64919	Start	Default	
-3.647461:2.254395:-26.97363	-1.82373:3.458496:-25.56738	1.379883:2.276367:-31.06934	0.8481445:8.055176:-11.93555	-0.05566109:14.85215:-37.72015	Start	Default	
-3.647461:2.254395:-26.97363	-1.82373:3.458496:-25.56738	1.379883:2.276367:-31.06934	0.8481445:8.055176:-11.93555	-0.00655932:14.82157:-37.57959	Start	Default	
-3.647461:2.254395:-26.97363	-1.82373:3.458496:-25.56738	1.379883:2.276367:-31.06934	0.8481445:8.055176:-11.93555	-0.005748093:14.72549:-37.47027	Start	Default	
-3.647461:2.254395:-26.97363	-1.82373:3.458496:-25.56738	1.379883:2.276367:-31.06934	0.8481445:8.055176:-11.93555	0.01996039:14.6388:-37.36878	Start	Bottle	
-3.577148:2.232422:-31.07373	-1.753418:3.489258:-25.53223	1.379883:2.280762:-31.07373	0.8481445:8.055176:-11.93555	0.003043259:14.7376:-37.71873	Start	Bottle	
-3.577148:2.232422:-31.07373	-1.753418:3.489258:-25.53223	1.379883:2.280762:-31.07373	0.8481445:8.055176:-11.93555	-0.003034052:14.56584:-37.13438	Start	Bottle	
-3.577148:2.232422:-31.07373	-1.753418:3.489258:-25.53223	1.379883:2.280762:-31.07373	0.8481445:8.055176:-11.93555	-0.006487545:14.66275:-37.47528	Start	Bottle	
