ThumbPosition	IndexPosition	PalmPosition	ObjectPosition	GazePosition	Annotations	GazeAnnotations	
-1,599609,3,225586,-26,20459,	0,6723633,1,516113,-24,33691,	1,313965,1,854492,-30,26074,	1,054688,8,037598,-11,80811,	0,02352171,14,85261,-37,90735,	Start	Default	
-1,599609,3,225586,-26,20459,	0,6723633,1,516113,-24,33691,	1,313965,1,854492,-30,26074,	1,054688,8,037598,-11,80811,	0,02402057,14,85049,-37,80532,	Start	Default	
-1,599609,3,225586,-26,20459,	0,6723633,1,516113,-24,33691,	1,313965,1,854492,-30,26074,	1,054688,8,037598,-11,80811,	0,02609957,14,85716,-38,04685,	Start	Default	
-1,608398,3,225586,-26,20898,	0,6723633,1,529297,-24,33252,	1,30957,1,850098,-30,26074,	1,054688,8,037598,-11,80811,	0,03723945,14,85608,-38,01768,	Start	Default	
-1,608398,3,225586,-26,20898,	0,6723633,1,529297,-24,33252,	1,30957,1,850098,-30,26074,	1,054688,8,037598,-11,80811,	0,0362463,14,85291,-37,93462,	Start	Default	
-1,608398,3,225586,-26,20898,	0,6723633,1,529297,-24,33252,	1,30957,1,850098,-30,26074,	1,054688,8,037598,-11,80811,	0,02312867,14,85247,-37,90889,	Start	Default	
-1,617188,3,23877,-26,2002,	0,6679688,1,55127,-24,33252,	1,30957,1,845703,-30,26074,	1,054688,8,037598,-11,8125,	0,02010477,14,85118,-37,8578,	Start	Default	
-1,617188,3,23877,-26,2002,	0,6679688,1,55127,-24,33252,	1,30957,1,845703,-30,26074,	1,054688,8,037598,-11,8125,	0,03109097,14,84928,-37,82796,	Start	Default	
-1,617188,3,23877,-26,2002,	0,6679688,1,55127,-24,33252,	1,30957,1,845703,-30,26074,	1,054688,8,037598,-11,8125,	0,03376237,14,84769,-37,7855,	Start	Default	
-1,634766,3,234375,-26,1958,	0,6767578,1,612793,-24,32813,	1,313965,1,845703,-30,26074,	1,054688,8,041992,-11,80811,	0,03341707,14,84784,-37,79612,	Start	Default	
-1,634766,3,234375,-26,1958,	0,6767578,1,612793,-24,32813,	1,313965,1,845703,-30,26074,	1,054688,8,041992,-11,80811,	0,03142134,14,84867,-37,81709,	Start	Default	
-1,634766,3,234375,-26,1958,	0,6767578,1,612793,-24,32813,	1,313965,1,845703,-30,26074,	1,054688,8,041992,-11,80811,	0,0322805,14,84858,-37,8073,	Start	Default	
-1,634766,3,234375,-26,1958,	0,6767578,1,612793,-24,32813,	1,313965,1,845703,-30,26074,	1,054688,8,041992,-11,80811,	0,03388218,14,8474,-37,76647,	Start	Default	
-1,630371,3,256348,-26,1958,	0,6679688,1,634766,-24,3501,	1,318359,1,854492,-30,26953,	1,054688,8,041992,-11,80811,	0,03214506,14,84871,-37,80935,	Start	Default	
-1,630371,3,256348,-26,1958,	0,6679688,1,634766,-24,3501,	1,318359,1,854492,-30,26953,	1,054688,8,041992,-11,80811,	0,0334227,14,84802,-37,77477,	Start	Default	
-1,630371,3,256348,-26,1958,	0,6679688,1,634766,-24,3501,	1,318359,1,854492,-30,26953,	1,054688,8,041992,-11,80811,	0,02696614,14,84859,-37,77581,	Start	Default	
-1,630371,3,256348,-26,1958,	0,6679688,1,634766,-24,3501,	1,318359,1,854492,-30,26953,	1,054688,8,041992,-11,80811,	0,006184144,14,85325,-37,95466,	Start	Default	
-1,612793,3,287109,-26,19141,	0,6855469,1,634766,-24,36328,	1,318359,1,858887,-30,28271,	1,054688,8,041992,-11,80811,	0,06705329,14,61953,-36,15707,	Start	Default	
-1,612793,3,287109,-26,19141,	0,6855469,1,634766,-24,36328,	1,318359,1,858887,-30,28271,	1,054688,8,041992,-11,80811,	0,04361551,14,76363,-37,75923,	Start	Default	
-1,612793,3,287109,-26,19141,	0,6855469,1,634766,-24,36328,	1,318359,1,858887,-30,28271,	1,054688,8,041992,-11,80811,	0,03023717,14,83082,-38,06767,	Start	Bottle	
-1,612793,3,287109,-26,19141,	0,6855469,1,634766,-24,36328,	1,318359,1,858887,-30,28271,	1,054688,8,041992,-11,80811,	0,01702139,14,83184,-38,06724,	Start	Bottle	
-1,59082,3,300293,-26,16504,	0,6987305,1,63916,-24,37646,	1,313965,1,854492,-30,2915,	1,054688,8,041992,-11,80811,	0,006121671,14,77163,-37,84748,	Start	Bottle	
-1,59082,3,300293,-26,16504,	0,6987305,1,63916,-24,37646,	1,313965,1,854492,-30,2915,	1,054688,8,041992,-11,80811,	0,005104198,14,76861,-37,83553,	Start	Bottle	
-1,59082,3,300293,-26,16504,	0,6987305,1,63916,-24,37646,	1,313965,1,854492,-30,2915,	1,054688,8,041992,-11,80811,	0,008882731,14,75963,-37,80254,	Start	Bottle	
-1,586426,3,335449,-26,14746,	0,6943359,1,643555,-24,38086,	1,30957,1,850098,-30,2959,	1,054688,8,041992,-11,80811,	0,009028414,14,74561,-37,74973,	Start	Bottle	
