ThumbPosition	IndexPosition	PalmPosition	ObjectPosition	GazePosition	Annotations	GazeAnnotations	
-2,553223,0,2460938,-27,38672,	-3,155273,4,324219,-26,16943,	1,568848,2,052246,-30,22119,	0,8876953,8,050781,-12,11572,	0,288935,14,94381,-37,30757,	Start	Default	
-2,597168,0,2197266,-27,43066,	-3,164063,4,306641,-26,17822,	1,564453,2,052246,-30,2168,	0,8876953,8,050781,-12,11572,	0,2881634,14,94519,-37,24176,	Start	Default	
-2,597168,0,2197266,-27,43066,	-3,164063,4,306641,-26,17822,	1,564453,2,052246,-30,2168,	0,8876953,8,050781,-12,11572,	0,2907124,14,94592,-37,20132,	Start	Default	
-2,597168,0,2197266,-27,43066,	-3,164063,4,306641,-26,17822,	1,564453,2,052246,-30,2168,	0,8876953,8,050781,-12,11572,	0,3048256,14,9491,-36,86742,	Start	Default	
-2,597168,0,2197266,-27,43066,	-3,164063,4,306641,-26,17822,	1,564453,2,052246,-30,2168,	0,8876953,8,050781,-12,11572,	0,3204005,14,93699,-36,78273,	Start	Default	
-2,636719,0,2329102,-27,46143,	-3,146484,4,31543,-26,18262,	1,568848,2,061035,-30,2124,	0,8876953,8,050781,-12,11572,	0,3234302,14,93834,-36,75084,	Start	Default	
-2,636719,0,2329102,-27,46143,	-3,146484,4,31543,-26,18262,	1,568848,2,061035,-30,2124,	0,8876953,8,050781,-12,11572,	0,321082,14,9376,-36,71711,	Start	Default	
-2,636719,0,2329102,-27,46143,	-3,146484,4,31543,-26,18262,	1,568848,2,061035,-30,2124,	0,8876953,8,050781,-12,11572,	0,3192165,14,93784,-36,81054,	Start	Default	
-2,737793,0,1845703,-27,49219,	-3,102539,4,319824,-26,18262,	1,573242,2,06543,-30,2124,	0,8876953,8,050781,-12,11572,	0,3160689,14,9402,-36,98724,	Start	Default	
-2,737793,0,1845703,-27,49219,	-3,102539,4,319824,-26,18262,	1,573242,2,06543,-30,2124,	0,8876953,8,050781,-12,11572,	0,3124853,14,94086,-37,02049,	Start	Default	
-2,737793,0,1845703,-27,49219,	-3,102539,4,319824,-26,18262,	1,573242,2,06543,-30,2124,	0,8876953,8,050781,-12,11572,	0,3197169,14,94094,-36,84949,	Start	Default	
-2,737793,0,1845703,-27,49219,	-3,102539,4,319824,-26,18262,	1,573242,2,06543,-30,2124,	0,8876953,8,050781,-12,11572,	0,3158877,14,93981,-36,94451,	Start	Default	
-2,878418,0,2285156,-27,5625,	-3,058594,4,341797,-26,15625,	1,582031,2,06543,-30,2124,	0,8876953,8,050781,-12,11572,	0,3171757,14,93936,-36,87774,	Start	Default	
-2,878418,0,2285156,-27,5625,	-3,058594,4,341797,-26,15625,	1,582031,2,06543,-30,2124,	0,8876953,8,050781,-12,11572,	0,3197913,14,93899,-36,85156,	Start	Default	
-2,878418,0,2285156,-27,5625,	-3,058594,4,341797,-26,15625,	1,582031,2,06543,-30,2124,	0,8876953,8,050781,-12,11572,	0,3192409,14,93836,-36,87997,	Start	Default	
-2,970703,0,2373047,-27,61523,	-3,001465,4,350586,-26,12988,	1,59082,2,061035,-30,2124,	0,8876953,8,050781,-12,11572,	0,3222352,14,93767,-36,73538,	Start	Default	
-2,970703,0,2373047,-27,61523,	-3,001465,4,350586,-26,12988,	1,59082,2,061035,-30,2124,	0,8876953,8,050781,-12,11572,	0,3202216,14,93747,-36,89148,	Start	Default	
-2,970703,0,2373047,-27,61523,	-3,001465,4,350586,-26,12988,	1,59082,2,061035,-30,2124,	0,8876953,8,050781,-12,11572,	0,3221868,14,93662,-36,85048,	Start	Default	
-2,970703,0,2373047,-27,61523,	-3,001465,4,350586,-26,12988,	1,59082,2,061035,-30,2124,	0,8876953,8,050781,-12,11572,	0,3580083,14,92325,-35,88553,	Start	Default	
-3,089355,0,2197266,-27,68555,	-2,917969,4,324219,-26,12988,	1,59082,2,06543,-30,2168,	0,8876953,8,050781,-12,11572,	0,3416579,14,92716,-36,68871,	Start	Default	
-3,089355,0,2197266,-27,68555,	-2,917969,4,324219,-26,12988,	1,59082,2,06543,-30,2168,	0,8876953,8,050781,-12,11572,	0,3288272,14,9323,-36,70526,	Start	Default	
-3,089355,0,2197266,-27,68555,	-2,917969,4,324219,-26,12988,	1,59082,2,06543,-30,2168,	0,8876953,8,050781,-12,11572,	0,3274318,14,93574,-36,54816,	Start	Default	
-3,164063,0,1889648,-27,69873,	-2,86084,4,319824,-26,12988,	1,599609,2,061035,-30,22119,	0,8876953,8,050781,-12,11572,	0,3023437,14,93771,-37,07697,	Start	Default	
-3,164063,0,1889648,-27,69873,	-2,86084,4,319824,-26,12988,	1,599609,2,061035,-30,22119,	0,8876953,8,050781,-12,11572,	0,3197212,14,87353,-36,94336,	Start	Default	
-3,164063,0,1889648,-27,69873,	-2,86084,4,319824,-26,12988,	1,599609,2,061035,-30,22119,	0,8876953,8,050781,-12,11572,	0,2810057,14,87456,-37,72186,	Start	Default	
-3,164063,0,1889648,-27,69873,	-2,86084,4,319824,-26,12988,	1,599609,2,061035,-30,22119,	0,8876953,8,050781,-12,11572,	0,3235843,14,90222,-37,97623,	Start	Bottle	
-3,164063,0,1845703,-27,71191,	-2,803711,4,333008,-26,12109,	1,608398,2,052246,-30,2168,	0,8876953,8,050781,-12,11572,	0,3228391,14,91302,-38,00579,	Start	Bottle	
