ThumbPosition	IndexPosition	PalmPosition	ObjectPosition	GazePosition	Annotations	GazeAnnotations	
-4.056152:0.7866211:-28.93799	-3.010254:3.941895:-25.80029	1.489746:2.847656:-30.30029	1.019531:8.037598:-12.03662	0.2952952:14.92267:-37.56677	Start	Default	
-4.056152:0.7866211:-28.93799	-3.010254:3.941895:-25.80029	1.489746:2.847656:-30.30029	1.019531:8.037598:-12.03662	0.295994:14.92206:-37.54307	Start	Default	
-4.056152:0.7866211:-28.93799	-3.010254:3.941895:-25.80029	1.489746:2.847656:-30.30029	1.019531:8.037598:-12.03662	0.2992516:14.92011:-37.49915	Start	Default	
-4.042969:0.7514648:-28.94678	-3.001465:3.977051:-25.78711	1.489746:2.834473:-30.30908	1.019531:8.037598:-12.04102	0.2990359:14.92044:-37.52096	Start	Default	
-4.042969:0.7514648:-28.94678	-3.001465:3.977051:-25.78711	1.489746:2.834473:-30.30908	1.019531:8.037598:-12.04102	0.3019604:14.91871:-37.49652	Start	Default	
-4.042969:0.7514648:-28.94678	-3.001465:3.977051:-25.78711	1.489746:2.834473:-30.30908	1.019531:8.037598:-12.04102	0.3028134:14.9186:-37.48378	Start	Default	
-4.042969:0.7514648:-28.94678	-3.001465:3.977051:-25.78711	1.489746:2.834473:-30.30908	1.019531:8.037598:-12.04102	0.3032542:14.91836:-37.47375	Start	Default	
-4.020996:0.7382813:-28.96875	-2.992676:4.007813:-25.77393	1.494141:2.825684:-30.31348	1.019531:8.037598:-12.04102	0.3034157:14.91804:-37.45825	Start	Default	
-4.020996:0.7382813:-28.96875	-2.992676:4.007813:-25.77393	1.494141:2.825684:-30.31348	1.019531:8.037598:-12.04102	0.3052973:14.91663:-37.42387	Start	Default	
-4.020996:0.7382813:-28.96875	-2.992676:4.007813:-25.77393	1.494141:2.825684:-30.31348	1.019531:8.037598:-12.04102	0.3073207:14.91599:-37.38954	Start	Default	
-4.03418:0.7382813:-28.97754	-2.979492:4.08252:-25.77393	1.498535:2.838867:-30.31348	1.019531:8.037598:-12.04102	0.307633:14.91541:-37.36985	Start	Default	
-4.03418:0.7382813:-28.97754	-2.979492:4.08252:-25.77393	1.498535:2.838867:-30.31348	1.019531:8.037598:-12.04102	0.3078107:14.91529:-37.34116	Start	Default	
-4.03418:0.7382813:-28.97754	-2.979492:4.08252:-25.77393	1.498535:2.838867:-30.31348	1.019531:8.037598:-12.04102	0.3066493:14.91544:-37.31844	Start	Default	
-4.03418:0.7382813:-28.97754	-2.979492:4.08252:-25.77393	1.498535:2.838867:-30.31348	1.019531:8.037598:-12.04102	0.3120516:14.91277:-37.175	Start	Default	
-4.064941:0.6416016:-28.99951	-2.99707:4.302246:-25.75635	1.50293:2.865234:-30.33105	1.019531:8.037598:-12.04102	0.3118967:14.91217:-37.16763	Start	Default	
-4.064941:0.6416016:-28.99951	-2.99707:4.302246:-25.75635	1.50293:2.865234:-30.33105	1.019531:8.037598:-12.04102	0.3286888:14.90576:-36.83573	Start	Default	
-4.064941:0.6416016:-28.99951	-2.99707:4.302246:-25.75635	1.50293:2.865234:-30.33105	1.019531:8.037598:-12.04102	0.327586:14.90528:-36.86319	Start	Default	
-4.08252:0.6020508:-29.03467	-2.931152:4.45166:-25.73438	1.50293:2.878418:-30.35742	1.019531:8.037598:-12.04102	0.3313121:14.90385:-36.77582	Start	Default	
-4.08252:0.6020508:-29.03467	-2.931152:4.45166:-25.73438	1.50293:2.878418:-30.35742	1.019531:8.037598:-12.04102	0.3289347:14.90551:-36.83387	Start	Default	
-4.08252:0.6020508:-29.03467	-2.931152:4.45166:-25.73438	1.50293:2.878418:-30.35742	1.019531:8.037598:-12.04102	0.3325055:14.90374:-36.77198	Start	Default	
-4.08252:0.6020508:-29.03467	-2.931152:4.45166:-25.73438	1.50293:2.878418:-30.35742	1.019531:8.037598:-12.04102	0.3308108:14.90353:-36.78324	Start	Default	
-4.08252:0.6020508:-29.03467	-2.931152:4.45166:-25.73438	1.50293:2.878418:-30.35742	1.019531:8.037598:-12.04102	0.3292244:14.90414:-36.81178	Start	Default	
-4.100098:0.6108398:-29.05664	-2.843262:4.521973:-25.7124	1.50293:2.882813:-30.36621	1.019531:8.037598:-12.04102	0.258756:14.93321:-37.97942	Start	Default	
-4.100098:0.6108398:-29.05664	-2.843262:4.521973:-25.7124	1.50293:2.882813:-30.36621	1.019531:8.037598:-12.04102	0.2768866:14.86614:-37.62415	Start	Default	
-4.100098:0.6108398:-29.05664	-2.843262:4.521973:-25.7124	1.50293:2.882813:-30.36621	1.019531:8.037598:-12.04102	0.2782906:14.8306:-37.62374	Start	Default	
-4.117676:0.5537109:-29.05664	-2.86084:4.601074:-25.70361	1.50293:2.887207:-30.36621	1.019531:8.037598:-12.04102	0.2975711:14.88061:-37.86829	Start	Bottle	
-4.117676:0.5537109:-29.05664	-2.86084:4.601074:-25.70361	1.50293:2.887207:-30.36621	1.019531:8.037598:-12.04102	0.3154419:14.81484:-37.62138	Start	Bottle	
-4.117676:0.5537109:-29.05664	-2.86084:4.601074:-25.70361	1.50293:2.887207:-30.36621	1.019531:8.037598:-12.04102	0.2698972:14.88513:-37.86028	Start	Default	
-4.117676:0.5537109:-29.05664	-2.86084:4.601074:-25.70361	1.50293:2.887207:-30.36621	1.019531:8.037598:-12.04102	0.2774884:14.83708:-37.64983	Start	Default	
-4.12207:0.487793:-29.05225	-2.847656:4.688965:-25.7124	1.511719:2.895996:-30.36182	1.019531:8.037598:-12.04102	0.2793898:14.82827:-37.61201	Start	Default	
-4.12207:0.487793:-29.05225	-2.847656:4.688965:-25.7124	1.511719:2.895996:-30.36182	1.019531:8.037598:-12.04102	0.269506:14.86169:-37.75907	Start	Default	
-4.12207:0.487793:-29.05225	-2.847656:4.688965:-25.7124	1.511719:2.895996:-30.36182	1.019531:8.037598:-12.04102	0.2637769:14.88329:-37.85029	Start	Default	
-4.12207:0.487793:-29.05225	-2.847656:4.688965:-25.7124	1.511719:2.895996:-30.36182	1.019531:8.037598:-12.04102	0.2650629:14.87756:-37.8229	Start	Default	
-4.117676:0.5581055:-29.02588	-2.605957:4.649414:-25.9585	1.73584:3.216797:-30.30469	1.019531:8.037598:-12.03662	0.2666223:14.86652:-37.77644	Start	Default	
-4.117676:0.5581055:-29.02588	-2.605957:4.649414:-25.9585	1.73584:3.216797:-30.30469	1.019531:8.037598:-12.03662	0.2591723:14.89231:-37.89401	Start	Default	
-4.117676:0.5581055:-29.02588	-2.605957:4.649414:-25.9585	1.73584:3.216797:-30.30469	1.019531:8.037598:-12.03662	0.2684601:14.87212:-37.78982	Start	Default	
-3.691406:1.92041:-29.27197	-2.373047:4.157227:-26.24854	2.421387:4.148438:-30.24316	1.019531:8.037598:-12.04102	0.2924475:14.87997:-37.86149	Start	Bottle	
-3.691406:1.92041:-29.27197	-2.373047:4.157227:-26.24854	2.421387:4.148438:-30.24316	1.019531:8.037598:-12.04102	0.2916345:14.86817:-37.81735	Start	Bottle	
-3.691406:1.92041:-29.27197	-2.373047:4.157227:-26.24854	2.421387:4.148438:-30.24316	1.019531:8.037598:-12.04102	0.3111424:14.87036:-37.88613	Start	Bottle	
-3.691406:1.92041:-29.27197	-2.373047:4.157227:-26.24854	2.421387:4.148438:-30.24316	1.019531:8.037598:-12.04102	0.3165206:14.79984:-37.67535	Start	Bottle	
-2.562012:3.603516:-29.94873	-2.008301:4.31543:-26.59131	3.739746:5.361328:-30.16846	1.019531:8.037598:-12.04102	0.3015136:14.90317:-37.9781	Start	Bottle	
-2.562012:3.603516:-29.94873	-2.008301:4.31543:-26.59131	3.739746:5.361328:-30.16846	1.019531:8.037598:-12.04102	0.2802022:14.83517:-37.76086	Start	Bottle	
-2.562012:3.603516:-29.94873	-2.008301:4.31543:-26.59131	3.739746:5.361328:-30.16846	1.019531:8.037598:-12.04102	0.2520641:14.88803:-37.92405	Start	Bottle	
-0,7866211,5,031738,-29,92236,	-0,1450195,5,194336,-27,15381,	5,444824,6,714844,-30,12012,	1,019531,8,037598,-12,04102,	0,2525113,14,85302,-37,80553,	Start	Bottle	
-0,7866211,5,031738,-29,92236,	-0,1450195,5,194336,-27,15381,	5,444824,6,714844,-30,12012,	1,019531,8,037598,-12,04102,	0,2539062,14,85467,-37,79847,	Start	Bottle	
-0,7866211,5,031738,-29,92236,	-0,1450195,5,194336,-27,15381,	5,444824,6,714844,-30,12012,	1,019531,8,037598,-12,04102,	0,2577948,14,83591,-37,74512,	Start	Bottle	
-0,7866211,5,031738,-29,92236,	-0,1450195,5,194336,-27,15381,	5,444824,6,714844,-30,12012,	1,019531,8,037598,-12,04102,	0,2675858,14,81797,-37,6835,	Start	Bottle	
1,010742,6,32373,-29,61035,	1,27002,6,459961,-27,04834,	7,022461,7,686035,-29,93555,	1,019531,8,037598,-12,04102,	0,2529452,14,84844,-37,79336,	Start	Bottle	
1,010742,6,32373,-29,61035,	1,27002,6,459961,-27,04834,	7,022461,7,686035,-29,93555,	1,019531,8,037598,-12,04102,	0,2437461,14,86609,-37,86179,	Start	Bottle	
1,010742,6,32373,-29,61035,	1,27002,6,459961,-27,04834,	7,022461,7,686035,-29,93555,	1,019531,8,037598,-12,04102,	0,2515499,14,8378,-37,76245,	Start	Bottle	
1,010742,6,32373,-29,61035,	1,27002,6,459961,-27,04834,	7,022461,7,686035,-29,93555,	1,019531,8,037598,-12,04102,	0,2476269,14,85442,-37,81438,	Start	Bottle	
2,43457,7,804688,-28,58643,	2,830078,7,795898,-26,25293,	8,116699,8,151855,-29,13135,	1,019531,8,037598,-12,03662,	0,2432809,14,86806,-37,87005,	Start	Bottle	
2,43457,7,804688,-28,58643,	2,830078,7,795898,-26,25293,	8,116699,8,151855,-29,13135,	1,019531,8,037598,-12,03662,	0,2635229,14,87402,-37,88757,	Start	Bottle	
2,43457,7,804688,-28,58643,	2,830078,7,795898,-26,25293,	8,116699,8,151855,-29,13135,	1,019531,8,037598,-12,03662,	0,2685561,14,8537,-37,8214,	Start	Bottle	
2,865234,9,162598,-26,06836,	3,638672,8,630859,-23,7876,	8,02002,8,173828,-27,58008,	1,019531,8,037598,-12,04102,	0,2656128,14,87485,-37,89024,	Start	Bottle	
2,865234,9,162598,-26,06836,	3,638672,8,630859,-23,7876,	8,02002,8,173828,-27,58008,	1,019531,8,037598,-12,04102,	0,2595365,14,89796,-37,96786,	Start	Bottle	
2,865234,9,162598,-26,06836,	3,638672,8,630859,-23,7876,	8,02002,8,173828,-27,58008,	1,019531,8,037598,-12,04102,	0,2619498,14,86602,-37,85405,	Start	Bottle	
2,865234,9,162598,-26,06836,	3,638672,8,630859,-23,7876,	8,02002,8,173828,-27,58008,	1,019531,8,037598,-12,04102,	0,255635,14,89793,-37,96753,	Start	Bottle	
2.62793:9.46582:-23.12402	4.086914:8.604492:-20.729	7.207031:7.905762:-25.61133	1.019531:8.037598:-12.04102	0.2560987:14.88385:-37.91635	Grasped	Bottle	
2.62793:9.46582:-23.12402	4.086914:8.604492:-20.729	7.207031:7.905762:-25.61133	1.019531:8.037598:-12.04102	0.2484503:14.88239:-37.91016	Grasped	Bottle	
2.62793:9.46582:-23.12402	4.086914:8.604492:-20.729	7.207031:7.905762:-25.61133	1.019531:8.037598:-12.04102	0.2472698:14.87561:-37.88351	Grasped	Bottle	
2.62793:9.46582:-23.12402	4.086914:8.604492:-20.729	7.207031:7.905762:-25.61133	1.019531:8.037598:-12.04102	0.24535:14.87303:-37.87376	Grasped	Bottle	
1.819336:8.53418:-20.84766	4.526367:7.927734:-17.7627	6.218262:7.022461:-23.47998	1.019531:8.037598:-12.04102	0.254616:14.83944:-37.75487	Grasped	Bottle	
1.819336:8.53418:-20.84766	4.526367:7.927734:-17.7627	6.218262:7.022461:-23.47998	1.019531:8.037598:-12.04102	0.2947612:14.80808:-37.67209	Grasped	Bottle	
1.819336:8.53418:-20.84766	4.526367:7.927734:-17.7627	6.218262:7.022461:-23.47998	1.019531:8.037598:-12.04102	0.2916425:14.81431:-37.69531	Grasped	Bottle	
1.819336:8.53418:-20.84766	4.526367:7.927734:-17.7627	6.218262:7.022461:-23.47998	1.019531:8.037598:-12.04102	0.2872934:14.84922:-37.80554	Grasped	Bottle	
1.291992:7.703613:-18.98438	4.666992:6.688477:-15.61816	5.449219:5.893066:-21.68701	1.019531:8.037598:-12.04102	0.2867807:14.85388:-37.82023	Grasped	Bottle	
1.291992:7.703613:-18.98438	4.666992:6.688477:-15.61816	5.449219:5.893066:-21.68701	1.019531:8.037598:-12.04102	0.2868622:14.83976:-37.77462	Grasped	Bottle	
1.291992:7.703613:-18.98438	4.666992:6.688477:-15.61816	5.449219:5.893066:-21.68701	1.019531:8.037598:-12.04102	0.2693619:14.82201:-37.71019	Grasped	Bottle	
1.291992:7.703613:-18.98438	4.666992:6.688477:-15.61816	5.449219:5.893066:-21.68701	1.019531:8.037598:-12.04102	0.2535591:14.84775:-37.79211	Grasped	Bottle	
0.8393555:6.943359:-17.56934	4.662598:5.778809:-14.12842	4.851563:4.939453:-20.29834	1.019531:8.037598:-12.04102	0.2534437:14.86471:-37.84951	Grasped	Bottle	
0.8393555:6.943359:-17.56934	4.662598:5.778809:-14.12842	4.851563:4.939453:-20.29834	1.019531:8.037598:-12.04102	0.2622724:14.85969:-37.83232	Grasped	Bottle	
0.8393555:6.943359:-17.56934	4.662598:5.778809:-14.12842	4.851563:4.939453:-20.29834	1.019531:8.037598:-12.04102	0.2669888:14.88842:-37.92824	Grasped	Bottle	
