ThumbPosition	IndexPosition	PalmPosition	ObjectPosition	GazePosition	Annotations	GazeAnnotations	
-3,972656,0,5493164,-28,66553,	-2,403809,4,491211,-26,09033,	1,700684,1,880859,-30,375,	0,9404297,8,063965,-12,22119,	0,3329805,14,86473,-37,06139,	Start	Default	
-3,972656,0,5493164,-28,66553,	-2,403809,4,491211,-26,09033,	1,700684,1,880859,-30,375,	0,9404297,8,063965,-12,22119,	0,3332393,14,86198,-37,01144,	ReachForBottle	Default	
-3,972656,0,5493164,-28,66553,	-2,403809,4,491211,-26,09033,	1,700684,1,880859,-30,375,	0,9404297,8,063965,-12,22119,	0,3258212,14,91698,-37,21,	ReachForBottle	Default	
-3,959473,0,4394531,-28,71387,	-2,425781,4,539551,-26,05518,	1,696289,1,898438,-30,37061,	0,9404297,8,068359,-12,22119,	0,3308827,14,93509,-37,23105,	ReachForBottle	Default	
-3,959473,0,4394531,-28,71387,	-2,425781,4,539551,-26,05518,	1,696289,1,898438,-30,37061,	0,9404297,8,068359,-12,22119,	0,3284284,14,92999,-36,95833,	ReachForBottle	Default	
-3,959473,0,4394531,-28,71387,	-2,425781,4,539551,-26,05518,	1,696289,1,898438,-30,37061,	0,9404297,8,068359,-12,22119,	0,3237197,14,93629,-37,02435,	ReachForBottle	Default	
-3,950684,0,4658203,-28,70947,	-2,425781,4,565918,-26,05518,	1,700684,1,907227,-30,36621,	0,9404297,8,068359,-12,22119,	0,3238549,14,93642,-37,01913,	ReachForBottle	Default	
-3,950684,0,4658203,-28,70947,	-2,425781,4,565918,-26,05518,	1,700684,1,907227,-30,36621,	0,9404297,8,068359,-12,22119,	0,3225756,14,93716,-37,06335,	ReachForBottle	Default	
-3,950684,0,4658203,-28,70947,	-2,425781,4,565918,-26,05518,	1,700684,1,907227,-30,36621,	0,9404297,8,068359,-12,22119,	0,3229073,14,93758,-37,02456,	ReachForBottle	Default	
-3,950684,0,4658203,-28,70947,	-2,425781,4,565918,-26,05518,	1,700684,1,907227,-30,36621,	0,9404297,8,068359,-12,22119,	0,3230298,14,93739,-37,03596,	ReachForBottle	Default	
-3,871582,0,5449219,-28,70508,	-2,416992,4,59668,-26,0376,	1,700684,1,92041,-30,36621,	0,9404297,8,068359,-12,22119,	0,3250869,14,93565,-37,05518,	ReachForBottle	Default	
-3,871582,0,5449219,-28,70508,	-2,416992,4,59668,-26,0376,	1,700684,1,92041,-30,36621,	0,9404297,8,068359,-12,22119,	0,3299416,14,92976,-37,10776,	ReachForBottle	Default	
-3,871582,0,5449219,-28,70508,	-2,416992,4,59668,-26,0376,	1,700684,1,92041,-30,36621,	0,9404297,8,068359,-12,22119,	0,3314493,14,92914,-37,12502,	ReachForBottle	Default	
-3,779297,0,5229492,-28,67432,	-2,430176,4,605469,-26,0332,	1,696289,1,924805,-30,36621,	0,9404297,8,068359,-12,22119,	0,3334278,14,9282,-37,06711,	ReachForBottle	Default	
-3,779297,0,5229492,-28,67432,	-2,430176,4,605469,-26,0332,	1,696289,1,924805,-30,36621,	0,9404297,8,068359,-12,22119,	0,332462,14,92699,-37,05465,	ReachForBottle	Default	
-3,779297,0,5229492,-28,67432,	-2,430176,4,605469,-26,0332,	1,696289,1,924805,-30,36621,	0,9404297,8,068359,-12,22119,	0,3303347,14,92637,-37,08276,	ReachForBottle	Default	
-3,669434,0,5844727,-28,65674,	-2,452148,4,59668,-26,02441,	1,696289,1,924805,-30,36621,	0,9404297,8,063965,-12,22119,	0,3303328,14,92546,-37,07676,	ReachForBottle	Default	
-3,669434,0,5844727,-28,65674,	-2,452148,4,59668,-26,02441,	1,696289,1,924805,-30,36621,	0,9404297,8,063965,-12,22119,	0,329165,14,92587,-37,09358,	ReachForBottle	Default	
-3,669434,0,5844727,-28,65674,	-2,452148,4,59668,-26,02441,	1,696289,1,924805,-30,36621,	0,9404297,8,063965,-12,22119,	0,3288072,14,92527,-37,12059,	ReachForBottle	Default	
-3,669434,0,5844727,-28,65674,	-2,452148,4,59668,-26,02441,	1,696289,1,924805,-30,36621,	0,9404297,8,063965,-12,22119,	0,3308796,14,9227,-37,05532,	ReachForBottle	Default	
-3,502441,0,637207,-28,62158,	-2,487305,4,614258,-26,02002,	1,6875,1,924805,-30,36621,	0,9404297,8,068359,-12,22119,	0,3320865,14,92154,-37,03014,	ReachForBottle	Default	
-3,502441,0,637207,-28,62158,	-2,487305,4,614258,-26,02002,	1,6875,1,924805,-30,36621,	0,9404297,8,068359,-12,22119,	0,2947208,14,91286,-37,31295,	ReachForBottle	Default	
-3,502441,0,637207,-28,62158,	-2,487305,4,614258,-26,02002,	1,6875,1,924805,-30,36621,	0,9404297,8,068359,-12,22119,	0,3166507,14,92782,-38,00854,	ReachForBottle	Default	
-3,502441,0,637207,-28,62158,	-2,487305,4,614258,-26,02002,	1,6875,1,924805,-30,36621,	0,9404297,8,068359,-12,22119,	0,2124813,14,80882,-37,61825,	ReachForBottle	Default	
-3,484863,0,628418,-28,58203,	-2,544434,4,627441,-26,01563,	1,683105,1,937988,-30,37061,	0,9404297,8,063965,-12,22119,	0,2489201,14,85017,-37,88169,	ReachForBottle	CupLeft	
-3,484863,0,628418,-28,58203,	-2,544434,4,627441,-26,01563,	1,683105,1,937988,-30,37061,	0,9404297,8,063965,-12,22119,	0,2082922,14,81475,-37,83626,	ReachForBottle	Default	
-3,484863,0,628418,-28,58203,	-2,544434,4,627441,-26,01563,	1,683105,1,937988,-30,37061,	0,9404297,8,063965,-12,22119,	0,1833917,14,78811,-37,77279,	ReachForBottle	Default	
-3,401367,0,6987305,-28,54688,	-2,601563,4,640625,-26,02002,	1,678711,1,942383,-30,375,	0,9404297,8,063965,-12,22119,	0,1929343,14,79561,-37,79415,	ReachForBottle	Default	
-3,401367,0,6987305,-28,54688,	-2,601563,4,640625,-26,02002,	1,678711,1,942383,-30,375,	0,9404297,8,063965,-12,22119,	0,1967849,14,80285,-37,80535,	ReachForBottle	Default	
-3,401367,0,6987305,-28,54688,	-2,601563,4,640625,-26,02002,	1,678711,1,942383,-30,375,	0,9404297,8,063965,-12,22119,	0,1741777,14,80962,-37,78703,	ReachForBottle	Default	
-3,208008,0,7734375,-28,48975,	-2,649902,4,68457,-26,00244,	1,669922,1,946777,-30,37939,	0,9404297,8,063965,-12,22119,	0,1701264,14,80567,-37,77671,	ReachForBottle	Default	
-3,208008,0,7734375,-28,48975,	-2,649902,4,68457,-26,00244,	1,669922,1,946777,-30,37939,	0,9404297,8,063965,-12,22119,	0,1702487,14,80748,-37,78246,	ReachForBottle	Default	
-3,208008,0,7734375,-28,48975,	-2,649902,4,68457,-26,00244,	1,669922,1,946777,-30,37939,	0,9404297,8,063965,-12,22119,	0,1694284,14,80697,-37,78109,	ReachForBottle	Default	
-3,208008,0,7734375,-28,48975,	-2,649902,4,68457,-26,00244,	1,669922,1,946777,-30,37939,	0,9404297,8,063965,-12,22119,	0,1622687,14,79969,-37,76555,	ReachForBottle	Default	
