ThumbPosition	IndexPosition	PalmPosition	ObjectPosition	GazePosition	Annotations	GazeAnnotations	
-0.8129883:0.2592773:-27.93604	-0.487793:3.124512:-26.1167	1.441406:2.548828:-30.80566	1.032715:8.10791:-12.27832	-0.4662312:14.87661:-37.66008	Start	Default	
-0.8129883:0.2592773:-27.93604	-0.487793:3.124512:-26.1167	1.441406:2.548828:-30.80566	1.032715:8.10791:-12.27832	-0.4990173:14.88966:-37.64294	Start	Default	
-0.8876953:0.2329102:-27.93164	-0.4658203:3.150879:-26.10791	1.458984:2.540039:-30.81006	1.02832:8.10791:-12.27832	-0.4990192:14.8903:-37.63041	Start	Default	
-0.8876953:0.2329102:-27.93164	-0.4658203:3.150879:-26.10791	1.458984:2.540039:-30.81006	1.02832:8.10791:-12.27832	-0.4846885:14.88791:-37.59822	Start	Default	
-0.8876953:0.2329102:-27.93164	-0.4658203:3.150879:-26.10791	1.458984:2.540039:-30.81006	1.02832:8.10791:-12.27832	-0.4724841:14.88384:-37.59282	Start	Default	
-0.8876953:0.2329102:-27.93164	-0.4658203:3.150879:-26.10791	1.458984:2.540039:-30.81006	1.02832:8.10791:-12.27832	-0.4642422:14.88212:-37.58638	Start	Default	
-0.909668:0.2724609:-27.86133	-0.4526367:3.155273:-26.1167	1.45459:2.535645:-30.81445	1.019531:8.10791:-12.27393	-0.4461479:14.878:-37.56011	Start	Default	
-0.909668:0.2724609:-27.86133	-0.4526367:3.155273:-26.1167	1.45459:2.535645:-30.81445	1.019531:8.10791:-12.27393	-0.444926:14.87714:-37.55811	Start	Default	
-0.909668:0.2724609:-27.86133	-0.4526367:3.155273:-26.1167	1.45459:2.535645:-30.81445	1.019531:8.10791:-12.27393	-0.4431367:14.87864:-37.51229	Start	Default	
-0.9272461:0.1977539:-27.80859	-0.4438477:3.128906:-26.1123	1.441406:2.53125:-30.81445	1.019531:8.10791:-12.27393	-0.4389109:14.87932:-37.48964	Start	Default	
-0.9272461:0.1977539:-27.80859	-0.4438477:3.128906:-26.1123	1.441406:2.53125:-30.81445	1.019531:8.10791:-12.27393	-0.436044:14.87749:-37.5061	Start	Default	
-0.9272461:0.1977539:-27.80859	-0.4438477:3.128906:-26.1123	1.441406:2.53125:-30.81445	1.019531:8.10791:-12.27393	-0.4393727:14.87795:-37.51969	Start	Default	
-0.9272461:0.1977539:-27.80859	-0.4438477:3.128906:-26.1123	1.441406:2.53125:-30.81445	1.019531:8.10791:-12.27393	-0.4507544:14.87962:-37.5153	Start	Default	
-1.001953:0.1186523:-27.77783	-0.4262695:3.102539:-26.09473	1.419434:2.53125:-30.81445	1.02832:8.10791:-12.27393	-0.4741519:14.88665:-37.50728	Start	Default	
-1.001953:0.1186523:-27.77783	-0.4262695:3.102539:-26.09473	1.419434:2.53125:-30.81445	1.02832:8.10791:-12.27393	-0.4918768:14.89026:-37.5154	Start	Default	
-1.001953:0.1186523:-27.77783	-0.4262695:3.102539:-26.09473	1.419434:2.53125:-30.81445	1.02832:8.10791:-12.27393	-0.4940124:14.89028:-37.51325	Start	Default	
-1.063477:0.02197266:-27.67676	-0.3823242:3.124512:-26.07275	1.401855:2.535645:-30.81445	1.032715:8.10791:-12.27832	-0.4771564:14.84035:-37.70811	Start	Default	
-1.063477:0.02197266:-27.67676	-0.3823242:3.124512:-26.07275	1.401855:2.535645:-30.81445	1.032715:8.10791:-12.27832	-0.4827313:14.79697:-37.67893	Start	Default	
-1.063477:0.02197266:-27.67676	-0.3823242:3.124512:-26.07275	1.401855:2.535645:-30.81445	1.032715:8.10791:-12.27832	-0.4969773:14.78647:-37.77526	Start	Default	
-1.063477:0.02197266:-27.67676	-0.3823242:3.124512:-26.07275	1.401855:2.535645:-30.81445	1.032715:8.10791:-12.27832	-0.4822559:14.72621:-37.63857	Start	Default	
-1.107422:-0.02197266:-27.61084	-0.3427734:3.155273:-26.04199	1.388672:2.548828:-30.81445	1.02832:8.10791:-12.27393	-0.5026789:14.71795:-37.75737	Start	Bottle	
-1.107422:-0.02197266:-27.61084	-0.3427734:3.155273:-26.04199	1.388672:2.548828:-30.81445	1.02832:8.10791:-12.27393	-0.4913574:14.70329:-37.67673	Start	Bottle	
-1.107422:-0.02197266:-27.61084	-0.3427734:3.155273:-26.04199	1.388672:2.548828:-30.81445	1.02832:8.10791:-12.27393	-0.497142:14.71595:-37.74156	Start	Bottle	
-1.094238:-0.004394531:-27.52734	-0.2900391:3.150879:-26.04639	1.349121:2.641113:-30.78369	1.023926:8.10791:-12.27393	-0.5006486:14.71572:-37.7217	Start	Bottle	
-1.094238:-0.004394531:-27.52734	-0.2900391:3.150879:-26.04639	1.349121:2.641113:-30.78369	1.023926:8.10791:-12.27393	-0.5055969:14.69069:-37.5878	Start	Default	
-1.094238:-0.004394531:-27.52734	-0.2900391:3.150879:-26.04639	1.349121:2.641113:-30.78369	1.023926:8.10791:-12.27393	-0.4967516:14.6761:-37.54153	Start	Default	
-1.094238:-0.004394531:-27.52734	-0.2900391:3.150879:-26.04639	1.349121:2.641113:-30.78369	1.023926:8.10791:-12.27393	-0.4950726:14.67172:-37.53757	Start	Default	
-1.212891:0.3032227:-26.81982	-0.1757813:2.645508:-25.81787	1.489746:3.054199:-30.48926	1.019531:8.10791:-12.27393	-0.5068884:14.69127:-37.61984	Start	Bottle	
-1.212891:0.3032227:-26.81982	-0.1757813:2.645508:-25.81787	1.489746:3.054199:-30.48926	1.019531:8.10791:-12.27393	-0.5413606:14.7135:-37.65654	Start	Default	
-1.212891:0.3032227:-26.81982	-0.1757813:2.645508:-25.81787	1.489746:3.054199:-30.48926	1.019531:8.10791:-12.27393	-0.5439436:14.72088:-37.68975	Start	Default	
-1.212891:0.3032227:-26.81982	-0.1757813:2.645508:-25.81787	1.489746:3.054199:-30.48926	1.019531:8.10791:-12.27393	-0.5396912:14.71919:-37.69324	Start	Default	
-1.212891:0.3032227:-26.81982	-0.1757813:2.645508:-25.81787	1.489746:3.054199:-30.48926	1.019531:8.10791:-12.27393	-0.546495:14.72579:-37.70997	Start	Default	
-1.212891:0.3032227:-26.81982	-0.1757813:2.645508:-25.81787	1.489746:3.054199:-30.48926	1.019531:8.10791:-12.27393	-0.552048:14.73055:-37.71924	Start	Default	
-1.313965:2.179688:-26.521	0.1582031:2.091797:-24.88184	1.709473:3.665039:-29.60156	1.023926:8.10791:-12.27393	-0.5554088:14.72476:-37.69704	Start	Default	
-1.375488:2.742188:-25.58496	0.7250977:2.799316:-23.01416	1.889648:4.552734:-28.11621	1.032715:8.10791:-12.27393	-0.5546983:14.72733:-37.70963	Start	Default	
-1.375488:2.742188:-25.58496	0.7250977:2.799316:-23.01416	1.889648:4.552734:-28.11621	1.032715:8.10791:-12.27393	-0.5552699:14.72264:-37.68528	Start	Default	
-1.375488:2.742188:-25.58496	0.7250977:2.799316:-23.01416	1.889648:4.552734:-28.11621	1.032715:8.10791:-12.27393	-0.556843:14.73055:-37.72207	Start	Default	
-1.375488:2.742188:-25.58496	0.7250977:2.799316:-23.01416	1.889648:4.552734:-28.11621	1.032715:8.10791:-12.27393	-0.5634898:14.73122:-37.72255	Start	Default	
-1.313965:3.331055:-23.39209	1.568848:4.227539:-20.91357	1.986328:5.374512:-26.21777	1.032715:8.10791:-12.27393	-0.5670265:14.72671:-37.70323	ReachForBottle	Default	
-1.313965:3.331055:-23.39209	1.568848:4.227539:-20.91357	1.986328:5.374512:-26.21777	1.032715:8.10791:-12.27393	-0.5755596:14.74021:-37.7487	ReachForBottle	Default	
-1.313965:3.331055:-23.39209	1.568848:4.227539:-20.91357	1.986328:5.374512:-26.21777	1.032715:8.10791:-12.27393	-0.5693834:14.73262:-37.71773	ReachForBottle	Default	
-1.050293:4.047363:-20.70264	2.267578:5.550293:-18.65479	1.955566:5.603027:-24.14795	1.02832:8.10791:-12.27393	-0.5703869:14.75705:-37.82526	ReachForBottle	Default	
-1.050293:4.047363:-20.70264	2.267578:5.550293:-18.65479	1.955566:5.603027:-24.14795	1.02832:8.10791:-12.27393	-0.5416297:14.72217:-37.70948	ReachForBottle	Default	
-1.050293:4.047363:-20.70264	2.267578:5.550293:-18.65479	1.955566:5.603027:-24.14795	1.02832:8.10791:-12.27393	-0.5252154:14.72522:-37.73752	ReachForBottle	Bottle	
-1.050293:4.047363:-20.70264	2.267578:5.550293:-18.65479	1.955566:5.603027:-24.14795	1.02832:8.10791:-12.27393	-0.5403336:14.72716:-37.73676	ReachForBottle	Bottle	
-0.8613281:4.552734:-18.25928	2.94873:6.055664:-16.62891	1.959961:5.475586:-21.96826	1.023926:8.10791:-12.27393	-0.5567031:14.7462:-37.80195	ReachForBottle	Default	
-0.8613281:4.552734:-18.25928	2.94873:6.055664:-16.62891	1.959961:5.475586:-21.96826	1.023926:8.10791:-12.27393	-0.5781611:14.74997:-37.78255	ReachForBottle	Default	
-0.8613281:4.552734:-18.25928	2.94873:6.055664:-16.62891	1.959961:5.475586:-21.96826	1.023926:8.10791:-12.27393	-0.576662:14.7652:-37.84492	ReachForBottle	Default	
-0.6679688:4.768066:-16.33008	3.449707:6.064453:-15.02051	1.933594:5.194336:-20.10938	1.023926:8.10791:-12.27393	-0.583822:14.77876:-37.89601	ReachForBottle	Default	
-0.6679688:4.768066:-16.33008	3.449707:6.064453:-15.02051	1.933594:5.194336:-20.10938	1.023926:8.10791:-12.27393	-0.6157542:14.77079:-37.90017	ReachForBottle	Default	
-0.6679688:4.768066:-16.33008	3.449707:6.064453:-15.02051	1.933594:5.194336:-20.10938	1.023926:8.10791:-12.27393	-0.6157542:14.77079:-37.90017	ReachForBottle	Default	
-0.6679688:4.768066:-16.33008	3.449707:6.064453:-15.02051	1.933594:5.194336:-20.10938	1.023926:8.10791:-12.27393	-0.6157542:14.77079:-37.90017	ReachForBottle	Default	
-0.5581055:4.442871:-14.93262	3.541992:5.840332:-13.93506	1.779785:4.737305:-18.81738	1.02832:8.10791:-12.27393	-0.6157542:14.77079:-37.90017	ReachForBottle	Default	
-0.5581055:4.442871:-14.93262	3.541992:5.840332:-13.93506	1.779785:4.737305:-18.81738	1.02832:8.10791:-12.27393	-0.6157542:14.77079:-37.90017	ReachForBottle	Default	
-0.5581055:4.442871:-14.93262	3.541992:5.840332:-13.93506	1.779785:4.737305:-18.81738	1.02832:8.10791:-12.27393	-0.6157542:14.77079:-37.90017	ReachForBottle	Default	
-0.5449219:3.590332:-13.95703	3.357422:5.20752:-13.17041	1.476563:4.104492:-18.00439	1.02832:8.10791:-12.27393	-0.6157542:14.77079:-37.90017	ReachForBottle	Default	
-0.5449219:3.590332:-13.95703	3.357422:5.20752:-13.17041	1.476563:4.104492:-18.00439	1.02832:8.10791:-12.27393	-0.6157542:14.77079:-37.90017	ReachForBottle	Default	
-0.5449219:3.590332:-13.95703	3.357422:5.20752:-13.17041	1.476563:4.104492:-18.00439	1.02832:8.10791:-12.27393	-0.6157542:14.77079:-37.90017	ReachForBottle	Default	
-0.5449219:3.590332:-13.95703	3.357422:5.20752:-13.17041	1.476563:4.104492:-18.00439	1.02832:8.10791:-12.27393	-0.6157542:14.77079:-37.90017	ReachForBottle	Default	
-0.4042969:2.504883:-13.3418	2.979492:4.306641:-12.55078	1.212891:3.515625:-17.54297	1.02832:8.10791:-12.27393	-0.6462823:14.76443:-37.81773	Grasped	Default	
-0.4042969:2.504883:-13.3418	2.979492:4.306641:-12.55078	1.212891:3.515625:-17.54297	1.02832:8.10791:-12.27393	-0.6523809:14.72524:-37.61906	Grasped	Default	
-0.4042969:2.504883:-13.3418	2.979492:4.306641:-12.55078	1.212891:3.515625:-17.54297	1.02832:8.10791:-12.27393	-0.6104086:14.78058:-37.9169	Grasped	Default	
-0.4042969:2.504883:-13.3418	2.979492:4.306641:-12.55078	1.212891:3.515625:-17.54297	1.02832:8.10791:-12.27393	-0.6042039:14.7548:-37.81767	Grasped	Default	
-0.2109375:1.933594:-12.95947	2.746582:3.748535:-12.22998	1.07666:3.067383:-17.25732	1.037109:8.10791:-12.26074	-0.6110132:14.7501:-37.79406	Grasped	Default	
-0.2109375:1.933594:-12.95947	2.746582:3.748535:-12.22998	1.07666:3.067383:-17.25732	1.037109:8.10791:-12.26074	-0.6119607:14.74213:-37.7606	Grasped	Default	
-0.2109375:1.933594:-12.95947	2.746582:3.748535:-12.22998	1.07666:3.067383:-17.25732	1.037109:8.10791:-12.26074	-0.6195213:14.72864:-37.69983	Grasped	Default	
-0.1538086:1.902832:-12.72217	2.592773:3.498047:-12.08057	1.006348:2.904785:-17.08594	1.094238:8.081543:-12.07178	-0.6250273:14.76604:-37.84855	Grasped	Default	
-0.1538086:1.902832:-12.72217	2.592773:3.498047:-12.08057	1.006348:2.904785:-17.08594	1.094238:8.081543:-12.07178	-0.6519102:14.74823:-37.88908	Grasped	Default	
-0.1538086:1.902832:-12.72217	2.592773:3.498047:-12.08057	1.006348:2.904785:-17.08594	1.094238:8.081543:-12.07178	-0.6923898:14.70258:-37.79858	Grasped	Default	
-0.1713867:1.894043:-12.63867	2.425781:3.370605:-12.00586	0.9624023:2.904785:-17.02441	1.059082:8.068359:-12.00146	-0.6678331:14.73716:-37.87893	Grasped	Default	
-0.1713867:1.894043:-12.63867	2.425781:3.370605:-12.00586	0.9624023:2.904785:-17.02441	1.059082:8.068359:-12.00146	-0.6577683:14.75192:-37.93864	Grasped	Default	
-0.1713867:1.894043:-12.63867	2.425781:3.370605:-12.00586	0.9624023:2.904785:-17.02441	1.059082:8.068359:-12.00146	-0.6743051:14.73149:-37.87161	Grasped	Default	
-0.2636719:1.916016:-12.6958	2.236816:3.379395:-12.03223	0.9140625:2.939941:-17.02441	0.9887695:8.077148:-11.99268	-0.688417:14.72665:-37.84807	Grasped	Default	
-0.2636719:1.916016:-12.6958	2.236816:3.379395:-12.03223	0.9140625:2.939941:-17.02441	0.9887695:8.077148:-11.99268	-0.6857992:14.72721:-37.8506	Grasped	Default	
-0.2636719:1.916016:-12.6958	2.236816:3.379395:-12.03223	0.9140625:2.939941:-17.02441	0.9887695:8.077148:-11.99268	-0.6831724:14.73473:-37.87324	Grasped	Default	
-0.2636719:1.916016:-12.6958	2.236816:3.379395:-12.03223	0.9140625:2.939941:-17.02441	0.9887695:8.077148:-11.99268	-0.6917563:14.72742:-37.84635	Grasped	Default	
