ThumbPosition	IndexPosition	PalmPosition	ObjectPosition	GazePosition	Annotations	GazeAnnotations	
-2.755371:-0.2548828:-27.30762	-1.015137:3.155273:-25.93652	1.524902:2.381836:-30.51123	1.212891:8.125488:-12.37939	-0.4195836:14.85538:-37.37336	Start	Default	
-2.742188:-0.2329102:-27.29004	-1.001953:3.177246:-25.92334	1.529297:2.381836:-30.51563	1.212891:8.125488:-12.37939	-0.4199523:14.85458:-37.37757	Start	Default	
-2.742188:-0.2329102:-27.29004	-1.001953:3.177246:-25.92334	1.529297:2.381836:-30.51563	1.212891:8.125488:-12.37939	-0.4209263:14.85521:-37.37929	Start	Default	
-2.742188:-0.2329102:-27.29004	-1.001953:3.177246:-25.92334	1.529297:2.381836:-30.51563	1.212891:8.125488:-12.37939	-0.4215854:14.85636:-37.39667	Start	Default	
-2.733398:-0.2504883:-27.29443	-0.9755859:3.287109:-25.87061	1.533691:2.390625:-30.52441	1.212891:8.125488:-12.37939	-0.4186779:14.8559:-37.37427	Start	Default	
-2.733398:-0.2504883:-27.29443	-0.9755859:3.287109:-25.87061	1.533691:2.390625:-30.52441	1.212891:8.125488:-12.37939	-0.4139279:14.8552:-37.34541	Start	Default	
-2.733398:-0.2504883:-27.29443	-0.9755859:3.287109:-25.87061	1.533691:2.390625:-30.52441	1.212891:8.125488:-12.37939	-0.4001996:14.85717:-37.37027	Start	Default	
-2.733398:-0.2504883:-27.29443	-0.9755859:3.287109:-25.87061	1.533691:2.390625:-30.52441	1.212891:8.125488:-12.37939	-0.3860096:14.84703:-37.21311	Start	Default	
-2.711426:-0.3076172:-27.30762	-0.9580078:3.348633:-25.87061	1.546875:2.399414:-30.54199	1.212891:8.125488:-12.37939	-0.3881284:14.84026:-37.13609	Start	Default	
-2.711426:-0.3076172:-27.30762	-0.9580078:3.348633:-25.87061	1.546875:2.399414:-30.54199	1.212891:8.125488:-12.37939	-0.4006417:14.83977:-37.15526	Start	Default	
-2.711426:-0.3076172:-27.30762	-0.9580078:3.348633:-25.87061	1.546875:2.399414:-30.54199	1.212891:8.125488:-12.37939	-0.4010351:14.83217:-37.06091	Start	Default	
-2.689453:-0.2900391:-27.27686	-0.8964844:3.410156:-25.875	1.555664:2.399414:-30.57715	1.212891:8.125488:-12.37939	-0.4009698:14.83419:-37.09123	Start	Default	
