ThumbPosition	IndexPosition	PalmPosition	ObjectPosition	GazePosition	Annotations	GazeAnnotations	
-1.45459:2.838867:-24.99609	1.617188:1.195313:-22.96582	1.019531:2.166504:-30.07617	0.9667969:8.099121:-12.33545	-0.382488:14.8864:-37.46949	Start	Default	
-1.45459:2.838867:-24.99609	1.617188:1.195313:-22.96582	1.019531:2.166504:-30.07617	0.9667969:8.099121:-12.33545	-0.3813888:14.88928:-37.47986	Start	Default	
-1.375488:2.838867:-24.97412	1.630371:1.168945:-22.96143	1.010742:2.166504:-30.08057	0.9667969:8.099121:-12.33545	-0.381063:14.88999:-37.49514	Start	Default	
-1.375488:2.838867:-24.97412	1.630371:1.168945:-22.96143	1.010742:2.166504:-30.08057	0.9667969:8.099121:-12.33545	-0.3817448:14.88995:-37.51255	Start	Default	
-1.375488:2.838867:-24.97412	1.630371:1.168945:-22.96143	1.010742:2.166504:-30.08057	0.9667969:8.099121:-12.33545	-0.3817004:14.89007:-37.5156	Start	Default	
-1.375488:2.838867:-24.97412	1.630371:1.168945:-22.96143	1.010742:2.166504:-30.08057	0.9667969:8.099121:-12.33545	-0.3815351:14.88579:-37.49221	Start	Default	
-1.313965:2.825684:-24.95654	1.621582:1.168945:-22.96582	1.010742:2.162109:-30.08496	0.9711914:8.099121:-12.33545	-0.3828504:14.88637:-37.49796	Start	Default	
-1.313965:2.825684:-24.95654	1.621582:1.168945:-22.96582	1.010742:2.162109:-30.08496	0.9711914:8.099121:-12.33545	-0.3886837:14.89797:-37.60873	Start	Default	
-1.313965:2.825684:-24.95654	1.621582:1.168945:-22.96582	1.010742:2.162109:-30.08496	0.9711914:8.099121:-12.33545	-0.3856537:14.89758:-37.58877	Start	Default	
-1.291992:2.843262:-24.94336	1.608398:1.17334:-22.96582	1.001953:2.162109:-30.08496	0.9711914:8.099121:-12.33545	-0.3826407:14.89261:-37.53339	Start	Default	
-1.291992:2.843262:-24.94336	1.608398:1.17334:-22.96582	1.001953:2.162109:-30.08496	0.9711914:8.099121:-12.33545	-0.3827569:14.8916:-37.52929	Start	Default	
-1.291992:2.843262:-24.94336	1.608398:1.17334:-22.96582	1.001953:2.162109:-30.08496	0.9711914:8.099121:-12.33545	-0.3866804:14.89425:-37.56176	Start	Default	
-1.278809:2.856445:-24.94775	1.617188:1.17334:-22.97021	1.006348:2.170898:-30.08936	0.9711914:8.099121:-12.33545	-0.3851181:14.89253:-37.54599	Start	Default	
-1.278809:2.856445:-24.94775	1.617188:1.17334:-22.97021	1.006348:2.170898:-30.08936	0.9711914:8.099121:-12.33545	-0.3853413:14.89658:-37.5785	Start	Default	
-1.278809:2.856445:-24.94775	1.617188:1.17334:-22.97021	1.006348:2.170898:-30.08936	0.9711914:8.099121:-12.33545	-0.3833278:14.89413:-37.55599	Start	Default	
-1.278809:2.856445:-24.94775	1.617188:1.17334:-22.97021	1.006348:2.170898:-30.08936	0.9711914:8.099121:-12.33545	-0.2630899:14.59907:-36.08745	Start	Default	
-1.283203:2.847656:-24.96094	1.604004:1.177734:-22.96582	1.006348:2.179688:-30.08936	0.9711914:8.099121:-12.33545	-0.3651968:14.8109:-37.63808	Start	Default	
-1.283203:2.847656:-24.96094	1.604004:1.177734:-22.96582	1.006348:2.179688:-30.08936	0.9711914:8.099121:-12.33545	-0.3493699:14.74198:-37.32987	Start	Default	
-1.283203:2.847656:-24.96094	1.604004:1.177734:-22.96582	1.006348:2.179688:-30.08936	0.9711914:8.099121:-12.33545	-0.3389326:14.68518:-37.08665	Start	Default	
-1.283203:2.847656:-24.96094	1.604004:1.177734:-22.96582	1.006348:2.179688:-30.08936	0.9711914:8.099121:-12.33545	-0.3517476:14.71877:-37.25242	Start	Default	
-1.278809:2.847656:-24.96533	1.608398:1.177734:-22.96582	1.010742:2.179688:-30.08936	0.9711914:8.099121:-12.33545	-0.3453681:14.69228:-37.18418	Start	Default	
-1.278809:2.847656:-24.96533	1.608398:1.177734:-22.96582	1.010742:2.179688:-30.08936	0.9711914:8.099121:-12.33545	-0.3398316:14.65429:-37.02825	Start	Default	
-1.278809:2.847656:-24.96533	1.608398:1.177734:-22.96582	1.010742:2.179688:-30.08936	0.9711914:8.099121:-12.33545	-0.3331594:14.61441:-36.86078	Start	Default	
-1.313965:2.865234:-24.99609	1.604004:1.212891:-22.97021	1.02832:2.157715:-30.08936	0.9711914:8.099121:-12.33545	-0.3372042:14.61613:-36.88455	Start	Default	
-1.313965:2.865234:-24.99609	1.604004:1.212891:-22.97021	1.02832:2.157715:-30.08936	0.9711914:8.099121:-12.33545	-0.3287741:14.56472:-36.67541	Start	Default	
-1.313965:2.865234:-24.99609	1.604004:1.212891:-22.97021	1.02832:2.157715:-30.08936	0.9711914:8.099121:-12.33545	-0.3309864:14.56657:-36.71601	Start	Default	
-1.313965:2.865234:-24.99609	1.604004:1.212891:-22.97021	1.02832:2.157715:-30.08936	0.9711914:8.099121:-12.33545	-0.3301008:14.56122:-36.70258	Start	Default	
-1.476563:3.199219:-25.07959	1.546875:1.643555:-23.00537	1.195313:2.245605:-30.12451	0.9711914:8.099121:-12.33545	-0.3309113:14.56664:-36.7519	Start	Default	
-1.476563:3.199219:-25.07959	1.546875:1.643555:-23.00537	1.195313:2.245605:-30.12451	0.9711914:8.099121:-12.33545	-0.3175784:14.52199:-36.54842	Start	Default	
-1.476563:3.199219:-25.07959	1.546875:1.643555:-23.00537	1.195313:2.245605:-30.12451	0.9711914:8.099121:-12.33545	-0.3296439:14.57307:-36.75682	Start	Default	
-1.252441:3.691406:-25.05322	1.643555:2.175293:-23.07568	1.498535:2.504883:-30.2168	0.9711914:8.099121:-12.33545	-0.3457332:14.62705:-36.9623	Start	Default	
-1.252441:3.691406:-25.05322	1.643555:2.175293:-23.07568	1.498535:2.504883:-30.2168	0.9711914:8.099121:-12.33545	-0.3482428:14.63665:-37.00768	Start	Default	
-1.252441:3.691406:-25.05322	1.643555:2.175293:-23.07568	1.498535:2.504883:-30.2168	0.9711914:8.099121:-12.33545	-0.3612303:14.65932:-37.0981	Start	Default	
-1.252441:3.691406:-25.05322	1.643555:2.175293:-23.07568	1.498535:2.504883:-30.2168	0.9711914:8.099121:-12.33545	-0.3520173:14.63068:-36.99291	Start	Default	
-0.8657227:4.333008:-24.93457	2.109375:3.563965:-23.06689	1.788574:3.084961:-30.19043	0.9711914:8.103516:-12.33545	-0.3467304:14.5656:-36.80915	Start	Bottle	
