ThumbPosition	IndexPosition	PalmPosition	ObjectPosition	RightEyePosition	Annotations	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.32,	2.059999,2.01618,-20.87,	1.14,0.44,-22.34,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.31,	2.059999,2.01618,-20.86,	1.14,0.44,-22.33,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.31,	2.059999,2.01618,-20.86,	1.14,0.44,-22.33,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.31,	2.059999,2.01618,-20.86,	1.14,0.44,-22.33,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.31,	2.059999,2.01618,-20.86,	1.14,0.44,-22.33,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.28,	2.059999,2.01618,-20.83,	1.14,0.44,-22.3,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.28,	2.059999,2.01618,-20.83,	1.14,0.44,-22.3,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.25,	2.059999,2.01618,-20.8,	1.14,0.44,-22.27,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.25,	2.059999,2.01618,-20.8,	1.14,0.44,-22.27,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.22,	2.059999,2.01618,-20.77,	1.14,0.44,-22.24,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.22,	2.059999,2.01618,-20.77,	1.14,0.44,-22.24,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.22,	2.059999,2.01618,-20.77,	1.14,0.44,-22.24,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.22,	2.059999,2.01618,-20.77,	1.14,0.44,-22.24,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.19,	2.059999,2.01618,-20.74,	1.14,0.44,-22.21,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.19,	2.059999,2.01618,-20.74,	1.14,0.44,-22.21,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.19,	2.059999,2.01618,-20.74,	1.14,0.44,-22.21,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.19,	2.059999,2.01618,-20.74,	1.14,0.44,-22.21,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.16,	2.059999,2.01618,-20.71,	1.14,0.44,-22.18,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.16,	2.059999,2.01618,-20.71,	1.14,0.44,-22.18,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.16,	2.059999,2.01618,-20.71,	1.14,0.44,-22.18,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.16,	2.059999,2.01618,-20.71,	1.14,0.44,-22.18,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.16,	2.059999,2.01618,-20.71,	1.14,0.44,-22.18,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.13,	2.059999,2.01618,-20.68,	1.14,0.44,-22.15,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.13,	2.059999,2.01618,-20.68,	1.14,0.44,-22.15,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.13,	2.059999,2.01618,-20.68,	1.14,0.44,-22.15,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.1,	2.059999,2.01618,-20.65,	1.14,0.44,-22.12,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.1,	2.059999,2.01618,-20.65,	1.14,0.44,-22.12,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.08,	2.059999,2.01618,-20.63,	1.14,0.44,-22.1,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.05,	2.059999,2.01618,-20.6,	1.14,0.44,-22.07,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.02,	2.059999,2.01618,-20.57,	1.14,0.44,-22.04,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.02,	2.059999,2.01618,-20.57,	1.14,0.44,-22.04,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-21.02,	2.059999,2.01618,-20.57,	1.14,0.44,-22.04,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.99,	2.059999,2.01618,-20.54,	1.14,0.44,-22.01,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.97,	2.059999,2.01618,-20.52,	1.14,0.44,-21.99,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.97,	2.059999,2.01618,-20.52,	1.14,0.44,-21.99,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.94,	2.059999,2.01618,-20.49,	1.14,0.44,-21.96,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.91,	2.059999,2.01618,-20.46,	1.14,0.44,-21.93,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.88,	2.059999,2.01618,-20.43,	1.14,0.44,-21.9,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.84,	2.059999,2.01618,-20.39,	1.14,0.44,-21.86,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.84,	2.059999,2.01618,-20.39,	1.14,0.44,-21.86,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.78,	2.059999,2.01618,-20.33,	1.14,0.44,-21.8,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.75,	2.059999,2.01618,-20.3,	1.14,0.44,-21.77,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.75,	2.059999,2.01618,-20.3,	1.14,0.44,-21.77,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.68,	2.059999,2.01618,-20.23,	1.14,0.44,-21.7,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.65,	2.059999,2.01618,-20.2,	1.14,0.44,-21.67,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.57,	2.059999,2.01618,-20.12,	1.14,0.44,-21.59,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.57,	2.059999,2.01618,-20.12,	1.14,0.44,-21.59,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.52,	2.059999,2.01618,-20.07,	1.14,0.44,-21.54,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.48,	2.059999,2.01618,-20.03,	1.14,0.44,-21.5,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.48,	2.059999,2.01618,-20.03,	1.14,0.44,-21.5,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.41,	2.059999,2.01618,-19.96,	1.14,0.44,-21.43,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.37,	2.059999,2.01618,-19.92,	1.14,0.44,-21.39,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.37,	2.059999,2.01618,-19.92,	1.14,0.44,-21.39,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.37,	2.059999,2.01618,-19.92,	1.14,0.44,-21.39,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.33,	2.059999,2.01618,-19.88,	1.14,0.44,-21.35,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.33,	2.059999,2.01618,-19.88,	1.14,0.44,-21.35,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.33,	2.059999,2.01618,-19.88,	1.14,0.44,-21.35,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.33,	2.059999,2.01618,-19.88,	1.14,0.44,-21.35,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.33,	2.059999,2.01618,-19.88,	1.14,0.44,-21.35,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.33,	2.059999,2.01618,-19.88,	1.14,0.44,-21.35,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.33,	2.059999,2.01618,-19.88,	1.14,0.44,-21.35,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.29,	2.059999,2.01618,-19.84,	1.14,0.44,-21.31,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.28,	2.059999,2.01618,-19.83,	1.14,0.44,-21.3,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.28,	2.059999,2.01618,-19.83,	1.14,0.44,-21.3,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.24,	2.059999,2.01618,-19.79,	1.14,0.44,-21.26,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.19,	2.059999,2.01618,-19.74,	1.14,0.44,-21.21,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.19,	2.059999,2.01618,-19.74,	1.14,0.44,-21.21,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.18,	2.059999,2.01618,-19.73,	1.14,0.44,-21.2,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.14,	2.059999,2.01618,-19.69,	1.14,0.44,-21.16,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.14,	2.059999,2.01618,-19.69,	1.14,0.44,-21.16,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.1,	2.059999,2.01618,-19.65,	1.14,0.44,-21.12,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.09,	2.059999,2.01618,-19.64,	1.14,0.44,-21.11,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.07,	2.059999,2.01618,-19.62,	1.14,0.44,-21.09,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.07,	2.059999,2.01618,-19.62,	1.14,0.44,-21.09,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.04,	2.059999,2.01618,-19.59,	1.14,0.44,-21.06,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
0.1399993,2.01618,-20.02,	2.059999,2.01618,-19.57,	1.14,0.44,-21.04,	4.62,0,-11.31592,	5.78486,0.07961912,0.7361618,	ReachForBottle	
