ThumbPosition	IndexPosition	PalmPosition	ObjectPosition	GazePosition	Annotations	GazeAnnotations	
-1,634766,1,96875,-26,20459,	0,4042969,3,462891,-26,26611,	0,8745117,2,043457,-30,46289,	0,9536133,8,081543,-12,10254,	0,3808441,14,8798,-38,15318,	Start	Default	
-1,634766,1,96875,-26,20459,	0,4042969,3,462891,-26,26611,	0,8745117,2,043457,-30,46289,	0,9536133,8,081543,-12,10254,	0,3805269,14,88009,-38,15352,	Start	Default	
-1,806152,2,030273,-26,24414,	0,3779297,3,476074,-26,25732,	0,8657227,2,021484,-30,46289,	0,9536133,8,081543,-12,10254,	0,3802618,14,87989,-38,15323,	Start	Default	
-1,806152,2,030273,-26,24414,	0,3779297,3,476074,-26,25732,	0,8657227,2,021484,-30,46289,	0,9536133,8,081543,-12,10254,	0,3804915,14,87939,-38,15274,	Start	Default	
-1,806152,2,030273,-26,24414,	0,3779297,3,476074,-26,25732,	0,8657227,2,021484,-30,46289,	0,9536133,8,081543,-12,10254,	0,4245767,14,88947,-38,14602,	Start	Default	
-1,806152,2,030273,-26,24414,	0,3779297,3,476074,-26,25732,	0,8657227,2,021484,-30,46289,	0,9536133,8,081543,-12,10254,	0,4376836,14,89265,-38,1439,	Start	Default	
-1,973145,2,192871,-26,28809,	0,3867188,3,493652,-26,26611,	0,8569336,2,01709,-30,4585,	0,9536133,8,081543,-12,10693,	0,4352471,14,89153,-38,14366,	Start	Default	
-1,973145,2,192871,-26,28809,	0,3867188,3,493652,-26,26611,	0,8569336,2,01709,-30,4585,	0,9536133,8,081543,-12,10693,	0,4314076,14,88909,-38,14414,	Start	Default	
-1,973145,2,192871,-26,28809,	0,3867188,3,493652,-26,26611,	0,8569336,2,01709,-30,4585,	0,9536133,8,081543,-12,10693,	0,4126871,14,88532,-38,14682,	Start	Default	
-2,030273,2,276367,-26,31885,	0,3427734,3,467285,-26,2749,	0,8657227,2,012695,-30,4585,	0,9536133,8,081543,-12,10693,	0,3922759,14,88117,-38,14906,	Start	Default	
-2,030273,2,276367,-26,31885,	0,3427734,3,467285,-26,2749,	0,8657227,2,012695,-30,4585,	0,9536133,8,081543,-12,10693,	0,3837303,14,87972,-38,15025,	Start	Default	
-2,030273,2,276367,-26,31885,	0,3427734,3,467285,-26,2749,	0,8657227,2,012695,-30,4585,	0,9536133,8,081543,-12,10693,	0,3841749,14,87932,-38,14963,	Start	Default	
-2,118164,2,25,-26,32764,	0,3339844,3,454102,-26,2793,	0,8701172,2,008301,-30,46289,	0,9536133,8,081543,-12,10254,	0,4023623,14,88322,-38,14719,	Start	Default	
