ThumbPosition	IndexPosition	PalmPosition	ObjectPosition	GazePosition	Annotations	GazeAnnotations	
-2.285156:-3.058594:-26.36719	0.02197266:4.020996:-26.354	0.8833008:2.733398:-30.84521	0.7075195:8.116699:-12.31787	0.08581425:14.89752:-37.7508	Start	Default	
-2.285156:-3.058594:-26.36719	0.02197266:4.020996:-26.354	0.8833008:2.733398:-30.84521	0.7075195:8.116699:-12.31787	0.07938459:14.89721:-37.75662	Start	Default	
-2.315918:-3.128906:-26.34961	0.03515625:4.003418:-26.37598	0.8920898:2.733398:-30.84082	0.7075195:8.116699:-12.31787	0.07914071:14.89639:-37.74546	Start	Default	
-2.315918:-3.128906:-26.34961	0.03515625:4.003418:-26.37598	0.8920898:2.733398:-30.84082	0.7075195:8.116699:-12.31787	0.07830145:14.89683:-37.75508	Start	Default	
-2.315918:-3.128906:-26.34961	0.03515625:4.003418:-26.37598	0.8920898:2.733398:-30.84082	0.7075195:8.116699:-12.31787	0.08547761:14.89708:-37.74731	Start	Default	
-2.34668:-3.14209:-26.36279	0.02197266:4.029785:-26.37598	0.8964844:2.733398:-30.84082	0.7075195:8.116699:-12.31787	0.09603646:14.9001:-37.7948	Start	Default	
-2.34668:-3.14209:-26.36279	0.02197266:4.029785:-26.37598	0.8964844:2.733398:-30.84082	0.7075195:8.116699:-12.31787	0.09910774:14.89814:-37.71633	Start	Default	
-2.34668:-3.14209:-26.36279	0.02197266:4.029785:-26.37598	0.8964844:2.733398:-30.84082	0.7075195:8.116699:-12.31787	0.09347718:14.89791:-37.73081	Start	Default	
-2.34668:-3.14209:-26.36279	0.02197266:4.029785:-26.37598	0.8964844:2.733398:-30.84082	0.7075195:8.116699:-12.31787	0.09088997:14.89669:-37.70414	Start	Default	
-2.390625:-2.95752:-26.48584	0.008789063:4.012207:-26.38037	0.9008789:2.729004:-30.83643	0.7075195:8.116699:-12.31787	0.09136894:14.89665:-37.70519	Start	Default	
-2.390625:-2.95752:-26.48584	0.008789063:4.012207:-26.38037	0.9008789:2.729004:-30.83643	0.7075195:8.116699:-12.31787	0.07728589:14.89431:-37.70917	Start	Default	
-2.390625:-2.95752:-26.48584	0.008789063:4.012207:-26.38037	0.9008789:2.729004:-30.83643	0.7075195:8.116699:-12.31787	0.06618657:14.89515:-37.7536	Start	Default	
-2.368652:-2.588379:-26.69238	0.3:972656.-26:-26.69238	0.9052734:2.729004:-30.83643	0.7075195:8.116699:-12.31787	0.06640601:14.89582:-37.76417	Start	Default	
-2.368652:-2.588379:-26.69238	0.3:972656.-26:-26.69238	0.9052734:2.729004:-30.83643	0.7075195:8.116699:-12.31787	0.06939945:14.89687:-37.77423	Start	Default	
-2.368652:-2.588379:-26.69238	0.3:972656.-26:-26.69238	0.9052734:2.729004:-30.83643	0.7075195:8.116699:-12.31787	0.07061449:14.89413:-37.74517	Start	Default	
-2.368652:-2.588379:-26.69238	0.3:972656.-26:-26.69238	0.9052734:2.729004:-30.83643	0.7075195:8.116699:-12.31787	0.06803934:14.81545:-37.37103	Start	Default	
-2.351074:-2.487305:-26.71875	-0.03515625:3.946289:-26.40234	0.9008789:2.720215:-30.83643	0.7075195:8.116699:-12.31787	0.05760926:14.82585:-37.59605	Start	Default	
-2.351074:-2.487305:-26.71875	-0.03515625:3.946289:-26.40234	0.9008789:2.720215:-30.83643	0.7075195:8.116699:-12.31787	0.05673496:14.85921:-37.74506	Start	Bottle	
-2.351074:-2.487305:-26.71875	-0.03515625:3.946289:-26.40234	0.9008789:2.720215:-30.83643	0.7075195:8.116699:-12.31787	0.06474225:14.84436:-37.69151	Start	Bottle	
-2.421387:-2.276367:-26.78027	-0.06591797:3.919922:-26.39355	0.9008789:2.711426:-30.83203	0.7075195:8.116699:-12.31787	0.06686063:14.81786:-37.59177	Start	Bottle	
-2.421387:-2.276367:-26.78027	-0.06591797:3.919922:-26.39355	0.9008789:2.711426:-30.83203	0.7075195:8.116699:-12.31787	0.1073678:14.83925:-37.61752	Start	Default	
-2.421387:-2.276367:-26.78027	-0.06591797:3.919922:-26.39355	0.9008789:2.711426:-30.83203	0.7075195:8.116699:-12.31787	0.1122585:14.7623:-37.3211	Start	Default	
-2.496094:-2.069824:-26.86816	-0.04833984:3.924316:-26.38037	0.8964844:2.711426:-30.82324	0.7075195:8.116699:-12.31787	0.07389719:14.79489:-37.5082	Start	Bottle	
-2.496094:-2.069824:-26.86816	-0.04833984:3.924316:-26.38037	0.8964844:2.711426:-30.82324	0.7075195:8.116699:-12.31787	0.06486796:14.78311:-37.47199	Start	Bottle	
-2.496094:-2.069824:-26.86816	-0.04833984:3.924316:-26.38037	0.8964844:2.711426:-30.82324	0.7075195:8.116699:-12.31787	0.06734889:14.74592:-37.33344	Start	Bottle	
-2.496094:-2.069824:-26.86816	-0.04833984:3.924316:-26.38037	0.8964844:2.711426:-30.82324	0.7075195:8.116699:-12.31787	0.06588072:14.73462:-37.29087	Start	Bottle	
-2.390625:-1.889648:-26.93408	-0.05273438:3.941895:-26.36719	0.8964844:2.707031:-30.81885	0.7075195:8.116699:-12.31787	0.05763437:14.76878:-37.42793	Start	Bottle	
-2.390625:-1.889648:-26.93408	-0.05273438:3.941895:-26.36719	0.8964844:2.707031:-30.81885	0.7075195:8.116699:-12.31787	0.06204031:14.76323:-37.39877	Start	Bottle	
-2.390625:-1.889648:-26.93408	-0.05273438:3.941895:-26.36719	0.8964844:2.707031:-30.81885	0.7075195:8.116699:-12.31787	0.06447988:14.81859:-37.59508	Start	Bottle	
-2.285156:-1.665527:-26.96484	-0.06591797:3.928711:-26.354	0.8964844:2.702637:-30.81445	0.7075195:8.116699:-12.31787	0.0662683:14.80217:-37.53099	Start	Bottle	
-2.285156:-1.665527:-26.96484	-0.06591797:3.928711:-26.354	0.8964844:2.702637:-30.81445	0.7075195:8.116699:-12.31787	0.06132175:14.77143:-37.4384	Start	Bottle	
-2.285156:-1.665527:-26.96484	-0.06591797:3.928711:-26.354	0.8964844:2.702637:-30.81445	0.7075195:8.116699:-12.31787	0.0657981:14.73656:-37.31767	Start	Bottle	
-2.285156:-1.665527:-26.96484	-0.06591797:3.928711:-26.354	0.8964844:2.702637:-30.81445	0.7075195:8.116699:-12.31787	0.0533395:14.78965:-37.4911	Start	Bottle	
-2.373047:-0.769043:-27.0791	0.03076172:3.629883:-26.23975	0.9580078:2.887207:-30.66504	0.7075195:8.116699:-12.31787	0.0573891:14.77762:-37.45401	Start	Bottle	
-2.373047:-0.769043:-27.0791	0.03076172:3.629883:-26.23975	0.9580078:2.887207:-30.66504	0.7075195:8.116699:-12.31787	0.04617192:14.84288:-37.68414	Start	Bottle	
-2.373047:-0.769043:-27.0791	0.03076172:3.629883:-26.23975	0.9580078:2.887207:-30.66504	0.7075195:8.116699:-12.31787	0.04471229:14.8759:-37.80042	Start	Bottle	
-2.373047:-0.769043:-27.0791	0.03076172:3.629883:-26.23975	0.9580078:2.887207:-30.66504	0.7075195:8.116699:-12.31787	0.06766929:14.73365:-37.38786	Start	Bottle	
-1.770996:2.649902:-27.29883	0.487793:2.917969:-25.54541	1.283203:3.524414:-30.04102	0.7075195:8.116699:-12.31787	0.05405058:14.7774:-37.55798	Start	Bottle	
-1.770996:2.649902:-27.29883	0.487793:2.917969:-25.54541	1.283203:3.524414:-30.04102	0.7075195:8.116699:-12.31787	0.05044667:14.82831:-37.68458	Start	Bottle	
-1.770996:2.649902:-27.29883	0.487793:2.917969:-25.54541	1.283203:3.524414:-30.04102	0.7075195:8.116699:-12.31787	0.04806109:14.85024:-37.74806	Start	Bottle	
-1.718262:4.504395:-26.05078	0.8393555:4.45166:-24.05566	1.283203:4.838379:-28.70947	0.7075195:8.116699:-12.31348	0.04803258:14.87752:-37.79726	Start	Bottle	
-1.718262:4.504395:-26.05078	0.8393555:4.45166:-24.05566	1.283203:4.838379:-28.70947	0.7075195:8.116699:-12.31348	0.05900912:14.83252:-37.67876	Start	Bottle	
-1.718262:4.504395:-26.05078	0.8393555:4.45166:-24.05566	1.283203:4.838379:-28.70947	0.7075195:8.116699:-12.31348	0.06088329:14.86386:-37.75187	Start	Bottle	
-1.718262:4.504395:-26.05078	0.8393555:4.45166:-24.05566	1.283203:4.838379:-28.70947	0.7075195:8.116699:-12.31348	0.06450898:14.87948:-37.79245	Start	Bottle	
-1.788574:6.169922:-23.90186	1.393066:6.297363:-22.26709	1.17334:6.05127:-27.04834	0.7075195:8.116699:-12.31787	0.07075924:14.86886:-37.74707	ReachForBottle	Bottle	
-1.788574:6.169922:-23.90186	1.393066:6.297363:-22.26709	1.17334:6.05127:-27.04834	0.7075195:8.116699:-12.31787	0.07547837:14.75903:-37.43193	ReachForBottle	Bottle	
-1.788574:6.169922:-23.90186	1.393066:6.297363:-22.26709	1.17334:6.05127:-27.04834	0.7075195:8.116699:-12.31787	0.06774093:14.88339:-37.78267	ReachForBottle	Bottle	
-1.836914:7.308105:-21.63428	1.836914:7.426758:-20.28076	0.9931641:6.692871:-25.06641	0.7075195:8.116699:-12.31787	0.06830779:14.86534:-37.73185	ReachForBottle	Bottle	
