ThumbPosition	IndexPosition	PalmPosition	ObjectPosition	GazePosition	Annotations	GazeAnnotations	
-1.489746:3.854004:-25.91455	0.6240234:1.819336:-25.37402	1.26123:1.916016:-30.33105	0.9667969:8.081543:-12.17725	-0.08903646:13.61058:-37.98434	Start	Default	
-1.489746:3.854004:-25.91455	0.6240234:1.819336:-25.37402	1.26123:1.916016:-30.33105	0.9667969:8.081543:-12.17725	-0.1215239:13.61189:-37.97909	Start	Default	
-1.480957:3.854004:-25.90137	0.6591797:1.806152:-25.35645	1.26123:1.911621:-30.32666	0.9667969:8.081543:-12.17725	-0.1362464:13.61371:-37.97448	Start	Default	
-1.480957:3.854004:-25.90137	0.6591797:1.806152:-25.35645	1.26123:1.911621:-30.32666	0.9667969:8.081543:-12.17725	-0.1426216:13.61407:-37.97128	Start	Default	
-1.480957:3.854004:-25.90137	0.6591797:1.806152:-25.35645	1.26123:1.911621:-30.32666	0.9667969:8.081543:-12.17725	-0.1421962:13.61473:-37.96688	Start	Default	
-1.480957:3.854004:-25.90137	0.6591797:1.806152:-25.35645	1.26123:1.911621:-30.32666	0.9667969:8.081543:-12.17725	-0.1429665:13.61532:-37.96549	Start	Default	
-1.476563:3.880371:-25.89258	0.6767578:1.792969:-25.34766	1.27002:1.911621:-30.32227	0.9667969:8.081543:-12.17725	-0.1415944:13.61636:-37.96023	Start	Default	
-1.476563:3.880371:-25.89258	0.6767578:1.792969:-25.34766	1.27002:1.911621:-30.32227	0.9667969:8.081543:-12.17725	-0.1387015:13.61658:-37.95449	Start	Default	
-1.476563:3.880371:-25.89258	0.6767578:1.792969:-25.34766	1.27002:1.911621:-30.32227	0.9667969:8.081543:-12.17725	-0.1391926:13.61651:-37.95701	Start	Default	
-1.476563:3.880371:-25.89258	0.6767578:1.792969:-25.34766	1.27002:1.911621:-30.32227	0.9667969:8.081543:-12.17725	-0.1403344:13.61707:-37.9532	Start	Default	
-1.441406:3.893555:-25.86182	0.6855469:1.819336:-25.33447	1.27002:1.911621:-30.31348	0.9667969:8.081543:-12.17725	-0.14229:13.61701:-37.95298	Start	Default	
-1.441406:3.893555:-25.86182	0.6855469:1.819336:-25.33447	1.27002:1.911621:-30.31348	0.9667969:8.081543:-12.17725	-0.1433545:13.61687:-37.95131	Start	Default	
-1.441406:3.893555:-25.86182	0.6855469:1.819336:-25.33447	1.27002:1.911621:-30.31348	0.9667969:8.081543:-12.17725	-0.08591835:13.59516:-37.89781	Start	Default	
-1.397461:3.968262:-25.78271	0.6899414:1.841309:-25.33008	1.265625:1.902832:-30.31348	0.9667969:8.081543:-12.17725	-0.09119217:13.53569:-37.80942	Start	Default	
-1.397461:3.968262:-25.78271	0.6899414:1.841309:-25.33008	1.265625:1.902832:-30.31348	0.9667969:8.081543:-12.17725	-0.09262208:13.5071:-37.93868	Start	Default	
-1.397461:3.968262:-25.78271	0.6899414:1.841309:-25.33008	1.265625:1.902832:-30.31348	0.9667969:8.081543:-12.17725	-0.104486:13.49422:-38.02241	Start	Default	
-1.379883:3.972656:-25.70801	0.703125:1.87207:-25.30371	1.27002:1.902832:-30.31348	0.9667969:8.081543:-12.17725	-0.1121882:13.50239:-38.0735	Start	Default	
-1.379883:3.972656:-25.70801	0.703125:1.87207:-25.30371	1.27002:1.902832:-30.31348	0.9667969:8.081543:-12.17725	-0.1083419:13.48967:-38.03303	Start	Default	
-1.379883:3.972656:-25.70801	0.703125:1.87207:-25.30371	1.27002:1.902832:-30.31348	0.9667969:8.081543:-12.17725	-0.1073695:13.48956:-38.02869	Start	Default	
-1.379883:3.972656:-25.70801	0.703125:1.87207:-25.30371	1.27002:1.902832:-30.31348	0.9667969:8.081543:-12.17725	-0.1082622:13.48652:-38.02611	Start	Default	
-1.318359:3.972656:-25.64209	0.8833008:1.977539:-25.20703	1.278809:1.902832:-30.30908	0.9667969:8.081543:-12.17725	-0.1099377:13.49123:-38.04802	Start	Default	
-1.318359:3.972656:-25.64209	0.8833008:1.977539:-25.20703	1.278809:1.902832:-30.30908	0.9667969:8.081543:-12.17725	-0.1699955:13.49687:-38.02567	Start	Bottle	
-1.318359:3.972656:-25.64209	0.8833008:1.977539:-25.20703	1.278809:1.902832:-30.30908	0.9667969:8.081543:-12.17725	-0.1713895:13.49825:-38.02999	Start	Bottle	
-1.318359:3.972656:-25.64209	0.8833008:1.977539:-25.20703	1.278809:1.902832:-30.30908	0.9667969:8.081543:-12.17725	-0.1643198:13.49798:-38.02969	Start	Bottle	
-1.283203:3.911133:-25.92773	1.26123:2.293945:-24.64893	1.480957:2.412598:-29.91797	0.9667969:8.081543:-12.17725	-0.1629853:13.49901:-38.03361	Start	Bottle	
-1.283203:3.911133:-25.92773	1.26123:2.293945:-24.64893	1.480957:2.412598:-29.91797	0.9667969:8.081543:-12.17725	-0.1624183:13.49884:-38.02784	Start	Bottle	
-1.283203:3.911133:-25.92773	1.26123:2.293945:-24.64893	1.480957:2.412598:-29.91797	0.9667969:8.081543:-12.17725	-0.1618908:13.4992:-38.02808	Start	Bottle	
-1.283203:3.911133:-25.92773	1.26123:2.293945:-24.64893	1.480957:2.412598:-29.91797	0.9667969:8.081543:-12.17725	-0.1594982:13.49067:-38.01291	Start	Bottle	
-1.17334:3.524414:-25.85303	1.546875:3.47168:-23.80518	1.612793:3.568359:-29.05664	0.9667969:8.081543:-12.17725	-0.1563113:13.48715:-37.99244	Start	Bottle	
-1.17334:3.524414:-25.85303	1.546875:3.47168:-23.80518	1.612793:3.568359:-29.05664	0.9667969:8.081543:-12.17725	-0.15362:13.47774:-37.96734	Start	Bottle	
-1.17334:3.524414:-25.85303	1.546875:3.47168:-23.80518	1.612793:3.568359:-29.05664	0.9667969:8.081543:-12.17725	-0.1554895:13.47684:-37.96548	Start	Bottle	
-1.146973:3.884766:-24.70605	1.718262:5.414063:-22.69775	1.788574:4.974609:-27.78662	0.9667969:8.081543:-12.17725	-0.1595441:13.47787:-37.96169	Start	Bottle	
-1.146973:3.884766:-24.70605	1.718262:5.414063:-22.69775	1.788574:4.974609:-27.78662	0.9667969:8.081543:-12.17725	-0.1602001:13.47932:-37.96885	Start	Bottle	
-1.146973:3.884766:-24.70605	1.718262:5.414063:-22.69775	1.788574:4.974609:-27.78662	0.9667969:8.081543:-12.17725	-0.1634647:13.4799:-37.96344	Start	Bottle	
-1.146973:3.884766:-24.70605	1.718262:5.414063:-22.69775	1.788574:4.974609:-27.78662	0.9667969:8.081543:-12.17725	-0.1631413:13.48036:-37.9633	Start	Bottle	
-1.142578:5.027344:-23.08447	2.324707:6.996094:-21.31348	2.008301:5.827148:-26.31006	0.9667969:8.081543:-12.17725	-0.1630064:13.49207:-38.0015	ReachForBottle	Bottle	
-1.142578:5.027344:-23.08447	2.324707:6.996094:-21.31348	2.008301:5.827148:-26.31006	0.9667969:8.081543:-12.17725	-0.1676789:13.48712:-37.97416	ReachForBottle	Bottle	
-1.142578:5.027344:-23.08447	2.324707:6.996094:-21.31348	2.008301:5.827148:-26.31006	0.9667969:8.081543:-12.17725	-0.1678928:13.48991:-37.98241	ReachForBottle	Bottle	
-1.142578:5.027344:-23.08447	2.324707:6.996094:-21.31348	2.008301:5.827148:-26.31006	0.9667969:8.081543:-12.17725	-0.1678901:13.49749:-38.0112	ReachForBottle	Bottle	
-1.248047:6.130371:-21.34863	2.874023:7.958496:-19.81055	2.087402:6.310547:-24.60938	0.9667969:8.081543:-12.17725	-0.1695002:13.49066:-37.97013	ReachForBottle	Bottle	
-1.248047:6.130371:-21.34863	2.874023:7.958496:-19.81055	2.087402:6.310547:-24.60938	0.9667969:8.081543:-12.17725	-0.1670638:13.49589:-37.99259	ReachForBottle	Bottle	
-1.248047:6.130371:-21.34863	2.874023:7.958496:-19.81055	2.087402:6.310547:-24.60938	0.9667969:8.081543:-12.17725	-0.1705538:13.50228:-38.00208	ReachForBottle	Bottle	
-1.353516:6.864258:-19.83691	3.133301:8.520996:-18.42188	2.01709:6.609375:-23.07568	0.9667969:8.081543:-12.17725	-0.1716049:13.48933:-37.9718	ReachForBottle	Bottle	
-1.353516:6.864258:-19.83691	3.133301:8.520996:-18.42188	2.01709:6.609375:-23.07568	0.9667969:8.081543:-12.17725	-0.1709002:13.49689:-37.99171	ReachForBottle	Bottle	
-1.353516:6.864258:-19.83691	3.133301:8.520996:-18.42188	2.01709:6.609375:-23.07568	0.9667969:8.081543:-12.17725	-0.1731163:13.49657:-37.98623	ReachForBottle	Bottle	
-1.353516:6.864258:-19.83691	3.133301:8.520996:-18.42188	2.01709:6.609375:-23.07568	0.9667969:8.081543:-12.17725	-0.172819:13.49334:-37.98704	ReachForBottle	Bottle	
-1.353516:6.864258:-19.83691	3.133301:8.520996:-18.42188	2.01709:6.609375:-23.07568	0.9667969:8.081543:-12.17725	-0.1754523:13.49915:-37.99251	ReachForBottle	Bottle	
-1.291992:7.229004:-18.35156	3.269531:8.86377:-17.12109	1.924805:6.767578:-21.6167	0.9667969:8.081543:-12.17725	-0.1754166:13.49524:-37.98317	ReachForBottle	Bottle	
-1.291992:7.229004:-18.35156	3.269531:8.86377:-17.12109	1.924805:6.767578:-21.6167	0.9667969:8.081543:-12.17725	-0.176606:13.49832:-37.99082	ReachForBottle	Bottle	
-1.291992:7.229004:-18.35156	3.269531:8.86377:-17.12109	1.924805:6.767578:-21.6167	0.9667969:8.081543:-12.17725	-0.1803372:13.49963:-37.98658	ReachForBottle	Bottle	
-1.160156:7.259766:-17.09033	3.454102:8.780273:-16.02246	1.87207:6.736816:-20.46094	0.9667969:8.081543:-12.17725	-0.180117:13.51039:-38.02996	ReachForBottle	Bottle	
-1.160156:7.259766:-17.09033	3.454102:8.780273:-16.02246	1.87207:6.736816:-20.46094	0.9667969:8.081543:-12.17725	-0.1825747:13.50703:-38.00654	ReachForBottle	Bottle	
-1.160156:7.259766:-17.09033	3.454102:8.780273:-16.02246	1.87207:6.736816:-20.46094	0.9667969:8.081543:-12.17725	-0.1849121:13.50667:-38.00876	ReachForBottle	Bottle	
-1.160156:7.259766:-17.09033	3.454102:8.780273:-16.02246	1.87207:6.736816:-20.46094	0.9667969:8.081543:-12.17725	-0.1867357:13.51159:-38.01974	ReachForBottle	Bottle	
-1.094238:7.101563:-15.99609	3.568359:8.419922:-15.04688	1.810547:6.530273:-19.50293	0.9667969:8.081543:-12.17725	-0.1902198:13.51327:-38.01984	ReachForBottle	Bottle	
-1.094238:7.101563:-15.99609	3.568359:8.419922:-15.04688	1.810547:6.530273:-19.50293	0.9667969:8.081543:-12.17725	-0.1889218:13.51134:-38.01851	ReachForBottle	Bottle	
-1.094238:7.101563:-15.99609	3.568359:8.419922:-15.04688	1.810547:6.530273:-19.50293	0.9667969:8.081543:-12.17725	-0.1933464:13.51311:-38.01651	ReachForBottle	Bottle	
-1.094238:7.101563:-15.99609	3.568359:8.419922:-15.04688	1.810547:6.530273:-19.50293	0.9667969:8.081543:-12.17725	-0.1886923:13.51278:-38.02089	ReachForBottle	Bottle	
-1.116211:6.890625:-15.28857	3.493652:8.046387:-14.27783	1.709473:6.200684:-18.79541	0.9667969:8.081543:-12.17725	-0.1862259:13.4974:-37.97693	ReachForBottle	Bottle	
-1.116211:6.890625:-15.28857	3.493652:8.046387:-14.27783	1.709473:6.200684:-18.79541	0.9667969:8.081543:-12.17725	-0.1894839:13.5067:-37.99844	ReachForBottle	Bottle	
-1.116211:6.890625:-15.28857	3.493652:8.046387:-14.27783	1.709473:6.200684:-18.79541	0.9667969:8.081543:-12.17725	-0.1917354:13.50212:-37.98687	ReachForBottle	Bottle	
-1.226074:6.481934:-14.74365	3.295898:7.514648:-13.61865	1.586426:5.827148:-18.28564	0.9667969:8.081543:-12.17725	-0.1931641:13.48589:-37.94452	ReachForBottle	Bottle	
-1.226074:6.481934:-14.74365	3.295898:7.514648:-13.61865	1.586426:5.827148:-18.28564	0.9667969:8.081543:-12.17725	-0.1965426:13.48367:-37.93984	ReachForBottle	Bottle	
-1.226074:6.481934:-14.74365	3.295898:7.514648:-13.61865	1.586426:5.827148:-18.28564	0.9667969:8.081543:-12.17725	-0.1952196:13.47908:-37.91257	ReachForBottle	Bottle	
-1.226074:6.481934:-14.74365	3.295898:7.514648:-13.61865	1.586426:5.827148:-18.28564	0.9667969:8.081543:-12.17725	-0.1934615:13.48657:-37.93654	ReachForBottle	Bottle	
-1,265625,5,989746,-14,26904,	3,146484,7,040039,-13,10449,	1,480957,5,383301,-17,8418,	0,9667969,8,081543,-12,17725,	-0,1940432,13,48202,-37,92516,	Start	Bottle	
-1,265625,5,989746,-14,26904,	3,146484,7,040039,-13,10449,	1,480957,5,383301,-17,8418,	0,9667969,8,081543,-12,17725,	-0,1991381,13,4829,-37,92549,	Start	Bottle	
-1,265625,5,989746,-14,26904,	3,146484,7,040039,-13,10449,	1,480957,5,383301,-17,8418,	0,9667969,8,081543,-12,17725,	-0,200631,13,48816,-37,94109,	Start	Bottle	
-1,265625,5,989746,-14,26904,	3,146484,7,040039,-13,10449,	1,480957,5,383301,-17,8418,	0,9667969,8,081543,-12,17725,	-0,1997653,13,48381,-37,93029,	Start	Bottle	
-1.208496:5.554688:-13.79004	3.098145:6.539063:-12.67822	1.410645:4.943848:-17.41992	0.9667969:8.081543:-12.17725	-0.2006823:13.48477:-37.92306	Grasped	Bottle	
-1.208496:5.554688:-13.79004	3.098145:6.539063:-12.67822	1.410645:4.943848:-17.41992	0.9667969:8.081543:-12.17725	-0.2018239:13.48688:-37.93673	Grasped	Bottle	
-1.208496:5.554688:-13.79004	3.098145:6.539063:-12.67822	1.410645:4.943848:-17.41992	0.9667969:8.081543:-12.17725	-0.2020811:13.48372:-37.92276	Grasped	Bottle	
-1.146973:5.15918:-13.35059	3.010254:6.13916:-12.31348	1.344727:4.54834:-17.0376	0.9667969:8.081543:-12.17725	-0.2013528:13.48164:-37.93058	Grasped	Bottle	
